GYEAR,PCODE,HIT_VEL,HIT_ANG_VER,barrel
2021,64006,130.73,18.8,0
2021,64006,78.1,-10.8,0
2021,64006,140.8,6.0,0
2021,64006,128.42,39.8,0
2021,64006,113.78,21.1,0
2021,64006,135.4,33.8,0
2021,64006,154.2,-8.2,0
2021,64006,124.03,33.0,0
2021,64006,130.89,4.8,0
2021,64006,140.36,22.3,0
2021,64006,109.61,84.2,0
2021,64006,147.97,-6.5,0
2021,64006,127.16,-8.1,0
2021,64006,111.03,53.3,0
2021,64006,138.52,7.1,0
2021,64006,160.14,8.7,0
2021,64006,156.45,-1.1,0
2021,64006,143.95,15.9,0
2021,64006,106.71,5.8,0
2021,64006,124.23,46.8,0
2021,64006,100.63,73.1,0
2021,64006,157.11,19.0,0
2021,64006,129.76,10.9,0
2021,64006,145.15,-9.0,0
2021,64006,148.37,1.7,0
2021,64006,151.48,2.8,0
2021,64006,138.75,19.0,0
2021,64006,154.04,24.8,1
2021,64006,128.52,47.0,0
2021,64006,124.33,38.1,0
2021,64006,132.62,71.6,0
2021,64006,120.39,31.8,0
2021,64006,131.43,25.7,0
2021,64006,97.22,6.1,0
2021,64006,165.32,-8.4,0
2021,64006,104.66,16.6,0
2021,64006,133.09,23.2,0
2021,64006,69.62,49.4,0
2021,64006,45.58,85.7,0
2021,64006,99.92,12.2,0
2021,64006,117.86,53.9,0
2021,64006,103.79,40.8,0
2021,64006,121.83,34.9,0
2021,64006,147.28,-9.6,0
2021,64006,134.52,15.1,0
2021,64006,124.66,27.2,0
2021,64006,126.16,19.8,0
2021,64006,136.82,32.3,0
2021,64006,149.1,0.4,0
2021,64006,126.24,9.7,0
2021,64006,106.55,57.0,0
2021,64006,102.76,-3.4,0
2021,64006,151.28,10.9,0
2021,64006,124.23,-3.9,0
2021,64006,159.34,-8.7,0
2021,64006,106.9,72.4,0
2021,64006,134.53,27.2,0
2021,64006,149.57,19.3,0
2021,64006,144.92,16.7,0
2021,64006,131.25,-9.4,0
2021,64006,75.01,-3.1,0
2021,64006,112.88,-4.1,0
2021,64006,137.85,-24.4,0
2021,64006,143.25,3.0,0
2021,64006,112.45,42.7,0
2019,64007,158.55,-0.9,0
2019,64007,131.78,-2.1,0
2019,64007,125.84,33.2,0
2019,64007,114.52,-19.8,0
2019,64007,138.78,34.6,0
2019,64007,169.11,14.5,0
2019,64007,104.34,12.5,0
2019,64007,138.05,-4.1,0
2019,64007,81.39,-28.1,0
2019,64007,104.18,13.5,0
2019,64007,129.41,-7.7,0
2019,64007,136.53,24.8,0
2019,64007,157.15,28.3,1
2019,64007,97.44,46.2,0
2019,64007,135.28,21.1,0
2019,64007,149.4,-1.3,0
2019,64007,148.05,2.0,0
2019,64007,153.85,-2.9,0
2019,64007,121.17,12.2,0
2019,64007,100.0,12.9,0
2019,64007,122.44,13.5,0
2019,64007,142.34,33.5,0
2019,64007,81.09,57.0,0
2019,64007,102.67,46.3,0
2019,64007,92.52,8.5,0
2019,64007,103.74,-15.9,0
2019,64007,94.93,-1.5,0
2019,64007,124.34,58.1,0
2019,64007,127.94,-12.2,0
2019,64007,107.44,15.4,0
2019,64007,97.43,12.7,0
2020,64007,137.2,-2.7,0
2020,64007,119.52,47.3,0
2020,64007,160.91,2.9,0
2020,64007,90.19,43.6,0
2020,64007,152.07,-6.9,0
2020,64007,117.61,10.8,0
2020,64007,139.67,-15.5,0
2020,64007,140.27,-10.9,0
2020,64007,145.91,2.4,0
2020,64007,166.78,23.9,1
2020,64007,153.44,-4.0,0
2020,64007,162.79,9.4,0
2020,64007,151.81,-0.9,0
2020,64007,115.2,40.8,0
2020,64007,132.82,7.3,0
2020,64007,144.78,23.9,0
2020,64007,148.27,37.5,0
2020,64007,67.08,23.2,0
2020,64007,148.79,-31.4,0
2020,64007,151.99,21.8,0
2020,64007,108.42,-11.9,0
2020,64007,132.53,1.9,0
2020,64007,145.15,30.1,1
2020,64007,78.45,33.9,0
2020,64007,104.67,63.8,0
2020,64007,147.42,19.2,0
2020,64007,82.31,-5.4,0
2020,64007,107.48,59.0,0
2020,64007,145.61,17.7,0
2020,64007,132.69,8.7,0
2020,64007,147.24,23.9,0
2020,64007,90.64,80.3,0
2020,64007,130.01,22.9,0
2020,64007,137.29,18.2,0
2020,64007,134.3,29.5,0
2020,64007,149.14,36.9,0
2020,64007,145.82,-1.5,0
2020,64007,131.51,-11.2,0
2020,64007,131.85,28.5,0
2020,64007,121.92,34.0,0
2020,64007,138.73,52.2,0
2020,64007,147.34,41.9,0
2020,64007,136.86,26.7,0
2020,64007,141.37,1.4,0
2020,64007,137.4,47.4,0
2020,64007,156.35,43.3,0
2020,64007,155.44,-4.0,0
2020,64007,152.47,2.3,0
2020,64007,147.72,12.8,0
2020,64007,148.05,36.4,0
2020,64007,155.85,0.0,0
2020,64007,111.23,29.8,0
2020,64007,147.09,-9.7,0
2020,64007,140.66,40.0,0
2020,64007,148.42,41.4,0
2020,64007,96.14,47.3,0
2020,64007,152.07,26.1,1
2020,64007,151.3,-10.4,0
2020,64007,159.2,19.0,0
2020,64007,150.35,17.7,0
2020,64007,161.7,21.1,1
2020,64007,163.01,7.6,0
2020,64007,149.26,39.7,0
2020,64007,132.83,13.2,0
2020,64007,117.96,-5.2,0
2020,64007,146.93,34.1,0
2020,64007,83.37,-12.2,0
2020,64007,130.9,61.9,0
2020,64007,150.34,5.7,0
2020,64007,139.35,67.2,0
2020,64007,143.24,-12.3,0
2020,64007,113.62,12.3,0
2020,64007,157.33,-2.8,0
2020,64007,155.6,1.1,0
2020,64007,164.59,12.6,0
2020,64007,132.17,21.5,0
2020,64007,151.46,26.8,1
2020,64007,160.24,25.9,1
2020,64007,134.82,58.0,0
2020,64007,159.74,-10.0,0
2020,64007,151.78,36.4,0
2020,64007,124.43,15.3,0
2020,64007,158.71,10.9,0
2020,64007,141.26,26.1,0
2020,64007,77.73,43.1,0
2020,64007,160.52,-17.8,0
2020,64007,159.18,0.8,0
2020,64007,130.99,38.6,0
2020,64007,125.26,40.0,0
2020,64007,156.15,-7.2,0
2020,64007,112.89,-24.9,0
2020,64007,150.59,5.5,0
2020,64007,80.66,-33.4,0
2020,64007,127.89,30.2,0
2020,64007,106.78,-10.1,0
2020,64007,143.13,8.5,0
2020,64007,158.32,45.7,0
2020,64007,139.59,-2.9,0
2021,64007,161.69,-1.0,0
2021,64007,155.23,-2.3,0
2021,64007,139.65,0.7,0
2021,64007,104.19,-9.2,0
2021,64007,128.43,69.9,0
2021,64007,160.14,-4.8,0
2021,64007,159.37,13.7,0
2021,64007,159.76,-10.1,0
2021,64007,110.29,79.8,0
2021,64007,131.99,63.1,0
2021,64007,157.31,15.7,0
2021,64007,153.42,12.0,0
2021,64007,154.5,16.1,0
2021,64007,165.64,13.6,0
2021,64007,137.46,39.7,0
2021,64007,85.08,-18.8,0
2021,64007,163.49,8.2,0
2021,64007,146.61,39.2,0
2021,64007,118.72,62.4,0
2021,64007,117.33,68.2,0
2021,64007,93.96,53.8,0
2021,64007,110.99,54.9,0
2021,64007,151.61,-8.9,0
2021,64007,142.65,-0.4,0
2021,64007,99.92,19.1,0
2021,64007,156.58,-4.1,0
2021,64007,147.55,39.7,0
2021,64007,153.91,47.2,0
2021,64007,154.71,27.0,1
2021,64007,110.47,-10.3,0
2021,64007,164.48,23.4,1
2021,64007,154.28,44.5,0
2021,64007,165.57,-5.1,0
2021,64007,142.1,22.1,0
2021,64007,147.22,-0.1,0
2021,64007,130.23,72.8,0
2021,64007,149.72,19.6,0
2021,64007,150.48,17.3,0
2021,64007,125.59,-6.2,0
2021,64007,137.84,37.6,0
2021,64007,127.03,27.1,0
2021,64007,88.92,-18.1,0
2021,64007,105.85,-17.4,0
2021,64007,114.24,84.0,0
2021,64007,135.99,43.0,0
2021,64007,151.23,-7.3,0
2021,64007,137.9,15.7,0
2019,64011,109.31,17.3,0
2019,64011,143.29,24.1,0
2019,64011,126.96,4.9,0
2019,64011,133.01,30.5,0
2019,64011,139.72,23.9,0
2019,64011,132.66,34.8,0
2019,64011,153.79,-3.3,0
2019,64011,142.46,9.6,0
2019,64011,137.31,-9.9,0
2019,64011,139.37,53.9,0
2019,64011,150.78,8.6,0
2019,64011,150.93,18.8,0
2019,64011,112.8,36.5,0
2019,64011,106.61,83.9,0
2019,64011,126.33,23.4,0
2019,64011,130.79,25.0,0
2019,64011,139.51,50.9,0
2019,64011,147.75,18.2,0
2019,64011,129.24,14.8,0
2019,64011,123.86,2.3,0
2019,64011,124.43,27.1,0
2019,64011,106.2,67.0,0
2019,64011,118.98,65.6,0
2019,64011,92.06,2.1,0
2019,64011,143.58,5.6,0
2019,64011,129.8,51.0,0
2019,64011,141.3,27.6,0
2018,64012,146.88,0.6,0
2018,64012,140.83,45.6,0
2018,64012,122.9,1.5,0
2018,64012,133.82,34.3,0
2018,64012,149.79,12.2,0
2018,64012,132.47,46.8,0
2018,64012,141.84,24.5,0
2018,64012,101.93,-12.9,0
2018,64012,138.82,22.8,0
2018,64012,151.72,4.5,0
2018,64012,156.14,4.0,0
2018,64012,143.08,31.9,1
2018,64012,123.98,58.2,0
2018,64012,154.79,-9.7,0
2018,64012,147.99,17.0,0
2018,64012,132.1,58.7,0
2018,64012,150.61,-2.3,0
2019,64012,121.57,3.9,0
2019,64012,136.23,6.1,0
2019,64012,143.87,-1.3,0
2019,64012,147.04,7.8,0
2019,64012,151.64,10.4,0
2019,64012,133.28,39.2,0
2019,64012,110.56,56.9,0
2019,64012,154.87,4.3,0
2019,64012,152.96,11.2,0
2019,64012,155.32,-5.1,0
2019,64012,139.04,-1.3,0
2019,64012,144.48,27.7,1
2019,64012,131.05,-7.4,0
2019,64012,148.98,14.7,0
2019,64012,133.34,-1.4,0
2019,64012,108.72,59.8,0
2019,64012,124.51,8.2,0
2019,64012,134.26,61.2,0
2019,64012,128.22,47.6,0
2019,64012,149.56,-13.6,0
2019,64012,157.84,-7.4,0
2019,64012,144.93,16.1,0
2019,64012,140.56,20.8,0
2019,64012,112.7,68.2,0
2019,64012,127.2,85.7,0
2019,64012,120.32,-11.7,0
2019,64012,117.92,30.9,0
2019,64012,136.12,-16.2,0
2019,64012,115.77,-20.9,0
2019,64012,139.65,4.3,0
2019,64012,108.05,-13.5,0
2019,64012,131.85,43.4,0
2019,64012,154.28,0.9,0
2019,64012,121.05,65.3,0
2019,64012,137.02,-10.5,0
2019,64012,154.82,-14.3,0
2020,64012,119.44,28.9,0
2020,64012,148.02,21.6,0
2020,64012,125.41,-12.8,0
2020,64012,113.93,35.4,0
2020,64012,101.29,85.1,0
2020,64012,147.88,15.8,0
2020,64012,123.33,31.6,0
2020,64012,108.48,30.1,0
2020,64012,148.95,4.6,0
2020,64012,121.79,26.6,0
2020,64012,124.55,61.9,0
2020,64012,141.51,-12.7,0
2020,64012,136.8,18.5,0
2020,64012,130.5,63.8,0
2020,64012,138.44,39.0,0
2020,64012,138.47,13.5,0
2020,64012,146.31,28.0,1
2020,64012,145.49,29.0,1
2020,64012,142.84,33.6,0
2020,64012,152.87,-1.9,0
2020,64012,88.49,61.0,0
2020,64012,125.71,51.7,0
2020,64012,127.21,56.4,0
2020,64012,152.73,10.1,0
2020,64012,132.7,4.5,0
2020,64012,76.42,47.8,0
2021,64012,116.84,73.2,0
2021,64012,107.24,76.0,0
2021,64012,134.17,49.7,0
2021,64012,147.59,5.4,0
2021,64012,152.83,-12.0,0
2021,64012,141.69,11.9,0
2021,64012,105.85,5.4,0
2021,64012,127.52,36.0,0
2021,64012,140.57,-3.5,0
2021,64012,149.13,-8.9,0
2021,64012,137.61,41.9,0
2021,64012,128.47,4.7,0
2021,64012,129.59,61.2,0
2021,64012,159.42,-6.5,0
2021,64012,133.87,14.8,0
2021,64012,122.63,-5.1,0
2019,64014,126.5,39.3,0
2019,64014,149.07,4.5,0
2019,64014,125.12,26.6,0
2020,64014,119.0,17.8,0
2020,64014,146.12,27.5,1
2020,64014,139.32,34.3,0
2020,64014,131.98,42.7,0
2020,64014,141.91,30.0,1
2020,64014,150.09,47.1,0
2020,64014,132.74,-8.5,0
2020,64014,136.59,52.6,0
2020,64014,123.96,76.6,0
2020,64014,131.51,51.4,0
2020,64014,151.14,-4.8,0
2020,64014,137.86,45.8,0
2020,64014,135.91,53.3,0
2020,64014,128.3,41.9,0
2021,64014,89.18,43.2,0
2021,64014,155.45,4.2,0
2021,64014,126.66,60.5,0
2021,64014,145.64,29.5,1
2021,64014,141.07,52.6,0
2021,64014,148.91,33.8,1
2021,64014,145.09,27.5,1
2021,64014,135.97,-11.7,0
2021,64014,143.93,9.9,0
2021,64014,110.9,-8.5,0
2021,64014,107.09,28.7,0
2021,64014,141.22,-8.4,0
2021,64014,139.99,12.1,0
2021,64014,148.93,21.3,0
2021,64014,149.8,29.4,1
2021,64014,73.43,78.3,0
2021,64014,135.85,11.0,0
2021,64014,155.89,8.7,0
2021,64014,147.2,24.7,0
2021,64014,147.28,3.4,0
2021,64014,145.74,11.0,0
2021,64014,148.03,-4.3,0
2021,64014,149.68,47.9,0
2021,64014,126.73,20.1,0
2021,64014,163.12,-10.7,0
2021,64014,138.55,49.4,0
2021,64014,159.09,13.4,0
2021,64014,145.93,38.2,0
2021,64014,138.23,-7.5,0
2021,64014,112.81,45.9,0
2021,64014,156.7,46.8,0
2018,64022,153.29,23.3,1
2018,64022,124.2,-1.7,0
2018,64022,34.67,2.9,0
2018,64022,114.9,-8.7,0
2018,64022,106.21,-11.7,0
2018,64022,150.36,32.8,1
2018,64022,155.95,6.1,0
2018,64022,131.45,4.6,0
2018,64022,125.1,-6.8,0
2018,64022,69.79,-24.3,0
2018,64022,142.43,3.4,0
2018,64022,144.45,-12.6,0
2018,64022,154.16,24.8,1
2018,64022,128.13,65.6,0
2018,64022,117.49,-10.8,0
2018,64022,92.61,-21.0,0
2018,64022,154.5,18.4,0
2018,64022,86.41,-15.7,0
2018,64022,150.52,29.3,1
2018,64022,128.74,5.8,0
2018,64022,149.31,18.3,0
2018,64022,165.79,20.1,1
2018,64022,105.38,-15.9,0
2018,64022,142.9,-15.6,0
2018,64022,144.71,8.9,0
2018,64022,134.22,69.2,0
2018,64022,124.11,37.7,0
2018,64022,156.3,-8.2,0
2018,64022,122.73,-8.5,0
2018,64022,148.78,-4.6,0
2018,64022,127.93,67.7,0
2018,64022,110.14,24.2,0
2018,64022,154.83,34.5,1
2018,64022,134.93,27.4,0
2018,64022,150.59,8.4,0
2018,64022,125.07,20.1,0
2018,64022,110.77,-12.5,0
2018,64022,67.32,-37.3,0
2018,64022,152.91,0.4,0
2018,64022,90.26,-13.7,0
2018,64022,120.1,-0.5,0
2018,64022,140.99,44.3,0
2018,64022,117.9,43.4,0
2018,64022,124.1,-0.6,0
2018,64022,140.23,18.5,0
2018,64022,140.18,45.4,0
2018,64022,150.06,44.5,0
2018,64022,141.37,32.1,0
2018,64022,125.25,25.6,0
2018,64022,135.58,-2.9,0
2018,64022,107.57,7.6,0
2018,64022,132.82,31.7,0
2018,64022,154.64,11.7,0
2018,64022,138.03,5.4,0
2018,64022,161.43,19.4,1
2018,64022,138.66,44.9,0
2018,64022,107.81,5.8,0
2018,64022,137.48,14.5,0
2018,64022,153.59,-3.8,0
2018,64022,129.37,27.4,0
2018,64022,133.97,-6.0,0
2018,64022,138.17,-12.9,0
2018,64022,102.93,-17.9,0
2018,64022,167.1,23.7,1
2018,64022,140.48,8.1,0
2018,64022,143.22,26.0,0
2018,64022,150.69,3.9,0
2018,64022,128.49,52.3,0
2018,64022,77.53,-26.2,0
2018,64022,113.73,-16.6,0
2018,64022,154.83,39.7,0
2018,64022,67.5,-20.6,0
2018,64022,148.18,-5.1,0
2018,64022,149.99,14.7,0
2018,64022,105.47,-15.2,0
2018,64022,126.02,15.8,0
2018,64022,142.14,4.6,0
2018,64022,162.8,12.9,0
2018,64022,26.01,-12.9,0
2018,64022,125.62,-3.7,0
2019,64022,137.83,-3.4,0
2019,64022,138.03,66.8,0
2019,64022,151.25,-9.3,0
2019,64022,112.61,17.7,0
2019,64022,126.12,58.2,0
2019,64022,120.42,18.6,0
2019,64022,146.54,1.2,0
2019,64022,122.85,13.4,0
2019,64022,114.63,56.0,0
2019,64022,137.57,21.4,0
2019,64022,109.94,-20.8,0
2019,64022,148.81,23.7,0
2019,64022,131.39,74.6,0
2019,64022,119.95,-13.4,0
2019,64022,107.31,43.2,0
2019,64022,152.62,22.4,0
2019,64022,142.9,45.5,0
2019,64022,127.81,9.0,0
2019,64022,113.24,31.6,0
2019,64022,105.01,6.2,0
2019,64022,127.98,34.6,0
2019,64022,123.13,45.0,0
2019,64022,112.73,-13.6,0
2019,64022,130.13,9.6,0
2019,64022,139.54,14.0,0
2019,64022,156.95,49.0,0
2019,64022,122.48,63.1,0
2019,64022,148.72,-4.4,0
2019,64022,126.42,20.5,0
2019,64022,119.85,68.9,0
2019,64022,154.27,26.1,1
2019,64022,122.58,45.2,0
2019,64022,119.97,86.6,0
2019,64022,140.12,22.2,0
2019,64022,153.64,14.5,0
2019,64022,111.94,-15.0,0
2019,64022,132.34,28.4,0
2019,64022,146.1,16.6,0
2019,64022,154.69,21.6,0
2019,64022,125.36,22.6,0
2019,64022,122.19,5.3,0
2019,64022,152.86,3.2,0
2019,64022,135.29,-1.5,0
2019,64022,100.02,-12.1,0
2019,64022,160.94,-6.9,0
2019,64022,106.25,29.1,0
2019,64022,126.77,6.3,0
2019,64022,148.55,9.7,0
2019,64022,147.98,-11.1,0
2019,64022,127.75,68.6,0
2019,64022,137.88,20.4,0
2019,64022,113.22,33.3,0
2019,64022,124.27,6.4,0
2019,64022,136.34,35.4,0
2019,64022,108.59,4.6,0
2019,64022,150.14,5.5,0
2019,64022,155.26,1.0,0
2019,64022,144.15,24.2,0
2019,64022,113.15,47.1,0
2019,64022,160.76,16.2,0
2019,64022,148.56,20.5,0
2019,64022,150.17,-10.7,0
2019,64022,133.25,28.6,0
2019,64022,108.61,58.4,0
2019,64022,143.38,25.9,0
2019,64022,149.31,13.5,0
2019,64022,98.37,67.8,0
2019,64022,121.63,-20.5,0
2019,64022,121.17,49.4,0
2019,64022,152.28,-6.2,0
2019,64022,148.44,30.6,1
2019,64022,89.17,86.4,0
2019,64022,145.29,-15.7,0
2019,64022,100.2,36.0,0
2018,64086,151.42,-3.1,0
2018,64086,145.73,21.8,0
2018,64086,134.89,-3.3,0
2018,64086,96.27,32.6,0
2018,64086,65.39,-15.6,0
2018,64086,165.79,20.0,1
2018,64086,143.37,23.6,0
2018,64086,166.08,26.4,1
2018,64086,143.57,62.6,0
2018,64086,134.86,55.1,0
2018,64086,130.88,21.9,0
2018,64086,136.4,19.2,0
2018,64086,143.29,19.2,0
2018,64086,80.88,66.2,0
2018,64086,98.75,75.1,0
2019,64086,112.32,72.7,0
2019,64086,153.3,26.6,1
2019,64086,151.15,26.9,1
2019,64086,161.12,36.4,1
2019,64086,142.72,74.4,0
2019,64086,125.53,-1.1,0
2019,64086,156.07,38.4,0
2019,64086,134.73,55.1,0
2019,64086,162.14,7.7,0
2019,64086,149.78,32.1,1
2019,64086,129.14,-3.8,0
2019,64086,150.66,0.3,0
2019,64086,106.35,-16.3,0
2019,64086,137.11,33.0,0
2019,64086,138.49,-13.5,0
2019,64086,103.58,15.2,0
2019,64086,122.82,-14.6,0
2019,64086,113.34,-2.6,0
2019,64086,91.28,-11.4,0
2019,64086,151.03,14.2,0
2019,64086,138.74,-3.4,0
2019,64086,104.55,63.4,0
2019,64086,105.25,12.5,0
2019,64086,108.47,48.0,0
2020,64086,154.55,17.3,0
2021,64086,119.98,0.5,0
2021,64086,131.34,42.9,0
2021,64086,161.35,-9.6,0
2021,64086,148.06,13.2,0
2021,64086,119.26,22.6,0
2020,64100,138.47,49.4,0
2020,64100,127.06,-1.3,0
2020,64100,132.33,-4.5,0
2020,64100,127.97,11.5,0
2020,64100,143.18,4.8,0
2020,64100,156.19,5.1,0
2020,64100,151.59,7.2,0
2020,64101,132.73,-21.7,0
2021,64101,158.77,15.0,0
2021,64101,128.71,14.6,0
2021,64101,152.95,8.0,0
2021,64101,80.69,79.8,0
2021,64101,145.6,-9.2,0
2021,64101,152.84,2.1,0
2021,64101,134.12,20.2,0
2021,64101,135.42,20.2,0
2021,64101,116.33,65.5,0
2021,64101,147.55,16.4,0
2021,64101,114.2,-13.9,0
2021,64101,131.01,38.9,0
2021,64101,133.89,68.5,0
2020,64115,135.01,-11.9,0
2020,64115,115.19,-5.1,0
2020,64115,146.59,23.4,0
2020,64115,103.36,-11.3,0
2020,64115,155.62,14.9,0
2020,64115,161.57,4.5,0
2020,64115,141.76,18.7,0
2020,64115,137.55,22.4,0
2020,64115,135.52,-9.9,0
2020,64115,154.35,5.1,0
2020,64115,163.25,-5.9,0
2020,64115,152.43,-9.8,0
2020,64115,129.44,-13.7,0
2020,64115,141.71,25.3,0
2020,64115,152.71,-0.6,0
2020,64115,160.9,-6.1,0
2020,64115,96.74,-4.8,0
2020,64115,116.33,61.2,0
2020,64115,156.8,1.2,0
2020,64115,155.52,1.1,0
2020,64115,154.25,-4.7,0
2020,64115,144.43,2.4,0
2020,64115,131.41,74.4,0
2020,64115,125.14,45.1,0
2020,64115,145.98,8.9,0
2020,64115,150.04,27.7,1
2020,64115,157.74,15.2,0
2020,64115,145.85,21.7,0
2020,64115,114.14,57.3,0
2020,64115,155.65,3.1,0
2020,64115,104.39,78.4,0
2020,64115,152.81,-11.6,0
2020,64115,110.51,50.5,0
2020,64115,124.8,38.1,0
2020,64115,108.89,-5.8,0
2020,64115,164.61,16.5,0
2020,64115,147.15,-5.6,0
2020,64115,118.22,68.4,0
2020,64115,92.02,-4.8,0
2020,64115,140.82,41.4,0
2020,64115,124.38,52.5,0
2020,64115,122.8,-15.9,0
2020,64115,150.0,15.0,0
2020,64115,125.17,57.4,0
2021,64115,110.12,59.3,0
2021,64115,156.03,-11.4,0
2018,64117,139.3,51.1,0
2018,64117,119.84,-0.4,0
2018,64117,84.54,-20.5,0
2018,64117,71.33,-36.4,0
2018,64117,119.53,-17.7,0
2018,64153,117.69,1.3,0
2018,64153,123.74,52.3,0
2018,64153,156.74,29.3,1
2018,64153,146.53,35.9,0
2018,64153,152.36,44.3,0
2018,64153,146.96,54.3,0
2018,64153,136.05,48.2,0
2018,64153,115.99,80.1,0
2018,64153,162.24,15.1,0
2018,64153,152.13,13.9,0
2018,64153,148.63,19.3,0
2018,64153,147.7,17.7,0
2018,64153,153.72,25.8,1
2018,64153,94.73,-4.4,0
2018,64153,116.02,25.1,0
2018,64153,137.22,34.6,0
2018,64153,145.5,-9.9,0
2018,64153,112.83,-18.7,0
2018,64153,135.23,42.5,0
2018,64153,143.73,12.8,0
2018,64153,158.3,2.6,0
2018,64153,104.05,25.6,0
2018,64153,117.59,11.0,0
2018,64153,144.37,38.9,0
2018,64153,120.14,1.6,0
2018,64153,97.72,-20.5,0
2018,64153,130.69,-7.2,0
2018,64153,150.43,-15.8,0
2018,64153,72.74,7.9,0
2018,64153,97.29,-29.0,0
2018,64153,146.56,9.9,0
2018,64153,133.01,64.1,0
2018,64153,130.35,8.9,0
2018,64153,145.65,21.0,0
2018,64153,128.95,61.5,0
2018,64153,105.62,-14.5,0
2018,64153,120.98,-7.8,0
2018,64153,155.11,31.0,1
2018,64153,125.9,72.7,0
2018,64153,160.5,6.5,0
2018,64153,120.78,42.5,0
2018,64153,150.59,-6.6,0
2018,64153,137.98,-5.2,0
2018,64153,130.06,55.9,0
2018,64153,136.25,3.6,0
2018,64153,145.85,58.0,0
2018,64153,151.33,31.5,1
2018,64153,127.0,48.8,0
2018,64153,142.22,17.2,0
2018,64153,127.42,24.9,0
2018,64153,133.37,-8.3,0
2018,64153,131.8,24.4,0
2018,64153,119.71,72.5,0
2018,64153,130.22,66.3,0
2018,64153,148.55,20.6,0
2018,64153,135.25,34.5,0
2018,64153,142.09,7.8,0
2018,64153,112.73,-2.2,0
2018,64153,133.77,40.6,0
2018,64153,126.52,60.0,0
2018,64153,87.6,49.7,0
2018,64153,159.72,22.0,1
2018,64153,135.33,19.9,0
2018,64153,116.53,-8.4,0
2018,64153,140.08,56.9,0
2018,64153,118.83,25.6,0
2018,64153,116.15,72.8,0
2018,64153,160.04,26.5,1
2018,64153,125.4,52.8,0
2018,64153,148.89,-3.0,0
2018,64153,147.0,72.1,0
2018,64153,140.54,53.1,0
2018,64153,137.21,52.9,0
2018,64153,123.85,58.7,0
2018,64153,89.29,23.7,0
2018,64153,105.43,46.1,0
2018,64153,160.26,10.5,0
2018,64153,146.98,27.5,1
2018,64153,133.59,-12.8,0
2018,64153,112.55,-3.9,0
2018,64153,148.84,31.1,1
2018,64153,74.33,-17.8,0
2018,64153,132.69,18.6,0
2018,64153,94.96,46.3,0
2018,64153,153.38,3.4,0
2018,64153,155.83,-6.8,0
2018,64153,156.06,21.6,1
2018,64153,134.84,48.8,0
2018,64153,148.14,38.0,0
2018,64153,144.65,-7.6,0
2018,64153,140.95,-5.8,0
2018,64153,140.49,31.7,0
2018,64153,110.14,10.7,0
2018,64153,112.04,22.8,0
2018,64153,132.33,11.5,0
2018,64153,157.85,16.7,0
2018,64153,104.42,-11.5,0
2018,64153,161.45,49.0,0
2018,64153,148.13,54.7,0
2018,64153,131.33,43.1,0
2018,64153,142.5,-2.1,0
2018,64153,142.73,52.6,0
2018,64153,139.08,29.2,1
2018,64153,128.17,26.3,0
2018,64153,146.27,40.8,0
2018,64153,96.98,-13.7,0
2018,64153,146.7,30.2,1
2018,64153,143.48,25.2,0
2018,64153,162.02,16.9,0
2018,64153,145.28,20.3,0
2018,64153,128.45,66.6,0
2018,64153,149.6,25.2,1
2018,64153,113.58,82.5,0
2018,64153,88.5,-23.1,0
2018,64153,105.22,-1.4,0
2018,64153,153.98,14.6,0
2018,64153,101.83,61.2,0
2018,64153,152.96,10.9,0
2018,64153,94.08,-33.2,0
2018,64153,167.16,2.2,0
2018,64153,117.02,29.6,0
2018,64153,119.18,44.6,0
2018,64153,112.87,17.4,0
2018,64153,132.33,31.1,0
2018,64153,147.8,21.4,0
2018,64153,94.06,69.6,0
2018,64153,148.24,15.8,0
2018,64153,143.96,65.5,0
2018,64153,120.7,37.2,0
2018,64153,104.42,-21.6,0
2018,64153,96.49,9.2,0
2018,64153,155.28,-1.5,0
2018,64153,165.37,-13.4,0
2018,64153,128.27,45.5,0
2018,64153,119.82,34.5,0
2018,64153,134.4,-6.4,0
2018,64153,160.87,1.3,0
2018,64153,109.33,35.6,0
2018,64153,157.45,15.8,0
2018,64153,127.55,66.9,0
2018,64153,157.33,43.7,0
2018,64153,148.77,9.6,0
2018,64153,160.1,36.9,1
2018,64153,146.46,41.0,0
2018,64153,141.24,24.6,0
2018,64153,133.03,20.4,0
2018,64153,135.08,-9.7,0
2018,64153,164.2,13.3,0
2018,64153,124.04,77.8,0
2018,64153,96.62,5.9,0
2018,64153,134.79,-8.4,0
2018,64153,138.59,82.4,0
2018,64153,102.22,-11.0,0
2018,64153,161.3,13.0,0
2018,64153,96.54,39.0,0
2018,64153,118.83,26.7,0
2018,64153,164.53,10.6,0
2018,64153,147.16,51.7,0
2018,64153,129.12,25.1,0
2018,64153,157.17,26.0,1
2018,64153,167.49,2.8,0
2018,64153,148.5,30.3,1
2018,64153,150.24,24.7,1
2018,64153,138.46,3.8,0
2018,64153,120.18,-15.3,0
2018,64153,104.51,36.6,0
2018,64153,156.58,13.4,0
2018,64153,151.21,8.7,0
2018,64153,146.38,30.5,1
2018,64153,146.26,27.2,1
2018,64153,113.79,42.2,0
2018,64153,147.5,26.3,1
2018,64153,129.04,32.2,0
2018,64153,107.78,19.6,0
2018,64153,89.62,-17.2,0
2018,64153,147.62,63.6,0
2018,64153,105.34,76.6,0
