HIT_VEL,HIT_ANG_VER
152.23,-1.6
147.19,-5.9
159.5,27.4
155.5,28.3
150.72,23.9
151.17,51.6
112.01,-5.0
127.9,-21.0
145.26,-14.7
128.14,-27.2
132.88,18.7
137.04,20.0
160.62,5.1
147.07,-7.5
159.66,-0.6
147.05,2.6
145.07,6.8
156.27,24.6
92.13,29.6
158.48,-2.9
110.58,-1.1
132.53,38.8
129.46,-13.6
141.4,-7.8
148.26,10.2
149.14,-8.8
126.05,51.3
144.81,9.2
158.5,25.1
161.39,-4.6
154.19,24.2
117.57,-10.8
152.04,40.6
139.35,28.4
144.71,-3.3
147.28,24.5
153.02,13.9
107.52,15.8
122.62,14.3
145.26,52.4
144.71,26.9
138.81,-10.7
156.66,18.1
123.01,-13.0
143.08,44.0
77.62,-29.0
151.51,-0.3
108.21,-15.6
158.33,10.8
133.55,18.4
97.04,79.4
108.19,9.4
131.5,42.7
142.93,28.8
121.28,48.3
101.85,44.3
126.74,-3.5
155.09,-4.5
119.18,54.9
145.54,-8.6
141.71,-13.8
129.82,69.9
136.11,42.1
145.85,21.7
164.02,6.1
132.85,-8.6
141.58,44.7
143.86,11.9
121.32,4.4
139.07,-7.5
165.47,21.1
145.39,21.0
79.47,-25.2
150.02,0.6
104.59,34.6
140.16,-7.8
130.0,-7.0
139.51,24.5
121.71,27.4
94.26,21.8
152.28,22.7
149.87,17.1
138.49,-13.5
124.99,37.3
131.09,12.7
143.14,-3.2
121.42,11.0
122.91,59.7
77.62,-9.8
108.57,-10.2
153.7,-9.4
147.9,32.5
147.49,-7.9
134.34,-5.8
73.15,-24.9
131.26,-20.8
156.66,8.5
143.46,33.9
126.94,18.9
111.23,-12.4
116.24,16.7
85.0,-22.0
79.36,1.8
145.71,55.8
161.66,18.3
95.58,-8.3
140.18,27.3
98.03,10.5
97.87,-10.0
155.81,8.9
130.6,-3.6
101.13,-0.7
43.89,18.9
116.11,-20.2
111.48,4.3
127.31,58.8
104.83,42.3
167.06,2.9
134.95,21.2
137.34,-4.6
116.49,73.1
152.3,6.5
140.93,25.9
145.45,31.7
149.39,-8.8
127.65,56.5
124.28,34.2
98.91,17.8
161.41,-9.3
138.9,16.7
111.95,52.9
126.66,60.5
160.68,5.9
139.72,15.0
126.15,5.8
88.93,-7.6
75.41,63.2
162.14,31.8
143.74,-7.3
126.93,-8.1
130.06,60.2
151.38,20.6
133.78,36.7
147.04,18.9
111.49,9.2
120.59,43.3
133.98,53.8
116.06,-12.1
131.09,-1.8
147.82,-4.0
128.68,49.8
130.23,21.4
137.08,58.5
142.06,-4.8
117.88,-9.3
148.63,1.7
162.82,1.3
96.42,71.9
154.72,15.4
157.74,23.5
128.85,41.8
138.24,2.5
114.73,42.0
143.5,31.7
127.42,66.3
147.25,-2.8
148.98,-0.9
146.05,23.4
146.54,14.0
102.14,-24.9
116.64,23.9
119.85,54.5
151.25,19.6
149.79,11.7
125.49,-3.4
67.63,-27.5
112.34,27.0
147.59,62.5
127.33,29.1
120.79,34.4
166.31,38.2
136.25,13.7
163.08,-3.3
152.36,7.1
148.66,32.6
120.15,14.2
147.99,7.9
144.72,40.1
160.8,-8.2
150.52,-17.6
144.05,0.5
161.9,14.6
140.92,13.9
157.59,-6.5
132.05,12.2
119.16,17.9
155.73,23.6
162.01,28.1
121.7,19.4
146.56,11.8
79.0,1.1
40.65,-36.4
127.16,24.6
158.29,29.5
143.49,34.3
91.0,36.4
148.35,63.0
156.1,5.7
158.09,42.6
149.55,-10.0
122.85,65.6
113.71,-6.0
107.6,-12.9
136.18,6.5
151.32,19.4
127.16,49.7
162.01,10.3
119.06,55.2
112.62,-3.7
119.36,29.2
95.55,52.9
142.63,-7.1
125.28,-28.5
129.02,43.9
118.72,29.0
138.82,7.5
144.69,23.9
128.45,36.2
135.49,12.1
153.85,-2.9
72.94,76.4
130.12,0.2
109.94,-11.6
157.09,52.0
140.7,-9.1
161.5,9.6
69.01,-38.4
99.03,64.4
131.08,-2.3
143.06,24.5
120.19,16.0
138.39,20.0
151.47,10.1
129.1,38.1
93.33,-19.6
136.11,-11.2
53.98,18.2
138.55,49.4
132.83,35.9
96.68,51.9
123.19,18.4
121.62,6.2
150.96,24.5
134.32,-9.5
131.07,6.8
139.35,26.8
109.35,-12.0
170.06,-8.2
134.05,35.6
92.57,26.3
108.81,14.7
131.87,25.0
155.44,32.7
137.77,26.3
151.52,22.2
99.22,-5.4
129.77,17.3
165.7,15.1
155.72,15.2
146.77,45.5
169.76,19.0
139.53,36.1
147.15,-4.6
145.82,-20.0
153.07,-4.9
124.4,22.3
98.2,-20.9
159.72,0.2
142.78,0.8
126.02,32.3
149.17,12.2
140.26,60.4
156.4,49.4
126.92,66.5
150.63,36.0
132.95,6.2
120.11,16.3
98.86,-1.9
136.68,69.8
126.67,-4.2
95.9,62.4
159.96,10.3
148.99,15.2
165.15,19.3
111.0,72.3
139.45,48.5
133.18,17.4
118.65,-0.4
141.06,6.2
125.56,-5.9
151.42,32.7
152.55,10.0
141.79,-2.8
150.23,15.1
72.08,-27.9
135.99,34.7
128.49,25.9
118.96,15.3
140.1,1.0
109.62,17.7
157.81,23.6
155.64,32.8
156.37,-2.1
130.8,-10.4
121.37,-1.2
125.18,25.7
154.99,-12.2
164.98,36.5
148.76,18.2
145.49,29.2
139.04,27.6
131.13,39.4
127.88,31.6
120.89,13.3
141.37,-6.1
137.87,41.0
149.58,13.6
144.44,-0.7
148.7,18.0
81.97,-10.8
159.92,19.4
161.84,3.0
151.41,33.5
106.09,-20.2
144.28,18.7
142.56,32.8
137.89,2.3
161.38,25.1
139.4,-2.7
130.28,-2.0
139.03,19.3
148.09,49.4
114.57,22.9
161.43,16.7
143.86,-1.3
149.39,21.3
150.92,4.3
139.19,36.9
108.98,4.8
127.01,7.2
82.42,7.0
60.99,39.6
139.46,6.7
154.52,13.5
65.38,52.0
121.5,44.1
144.02,11.9
112.29,3.5
133.66,-5.3
149.97,-18.8
97.11,24.4
122.28,34.0
156.51,9.7
119.72,7.4
153.1,10.0
148.53,-6.7
134.59,-5.8
80.28,53.4
149.82,0.1
113.4,71.7
134.43,26.1
125.14,62.9
137.32,45.8
163.86,-9.9
67.05,20.9
117.63,18.1
143.63,40.9
133.47,31.4
141.36,-6.1
166.0,24.2
121.03,33.5
123.57,66.0
130.22,-3.1
105.45,10.5
117.97,71.3
142.63,39.3
139.17,52.3
151.88,-8.4
112.27,43.6
136.32,31.9
148.53,2.0
92.55,42.1
130.4,4.5
125.24,1.8
118.17,64.8
156.39,3.0
135.82,56.7
76.84,58.5
137.35,59.9
128.31,23.5
164.57,1.1
151.78,39.9
143.24,6.7
147.44,-4.5
68.68,10.5
142.38,25.4
135.88,22.2
142.19,-10.6
168.48,-6.7
132.85,16.9
141.45,39.8
143.7,30.4
159.91,8.9
114.5,-15.5
125.93,37.3
133.85,20.0
157.69,-3.4
141.89,57.5
106.54,75.7
131.23,3.6
118.85,-0.7
163.6,-8.8
139.75,28.4
155.82,34.6
161.93,51.9
119.4,81.7
140.02,28.0
141.22,36.1
133.84,22.8
150.02,39.3
149.14,-10.8
145.14,13.9
153.55,-9.7
99.96,-13.3
112.8,1.9
134.8,73.4
141.25,19.0
154.11,7.0
99.88,39.0
145.48,28.8
112.81,-6.5
139.65,20.1
119.51,69.1
151.95,32.7
133.43,18.4
156.11,19.4
139.52,-8.6
162.3,8.4
69.94,33.5
154.65,-2.0
134.94,9.5
161.1,-2.8
159.71,17.0
125.53,31.4
142.99,0.9
142.31,25.9
156.22,1.6
125.04,11.3
146.1,25.6
149.33,23.8
122.74,-19.4
155.18,19.8
85.94,-31.0
141.82,9.9
67.76,54.0
137.77,29.8
123.32,24.4
125.03,-4.5
146.31,-1.5
39.31,5.5
142.83,12.3
153.19,2.5
120.83,-6.8
140.21,58.2
153.74,-9.4
139.23,43.7
127.14,48.6
161.29,-5.6
138.76,59.6
84.62,-5.5
87.29,-18.2
170.11,10.3
126.61,9.3
146.67,-1.2
145.47,23.2
153.1,37.7
110.35,5.0
95.24,-11.6
143.08,25.2
137.32,11.7
142.89,27.2
148.16,-20.3
141.6,47.1
156.95,10.0
150.04,4.8
148.21,26.9
146.43,14.8
157.96,22.1
128.32,-2.0
134.88,9.0
126.91,40.5
151.98,38.6
122.44,4.4
155.68,31.0
151.61,38.9
142.32,46.5
153.23,29.3
137.09,19.6
129.04,-20.6
152.14,38.9
61.83,16.4
106.83,34.4
153.93,-8.0
152.33,-3.3
133.61,21.9
151.73,4.5
147.95,3.5
151.63,-6.4
130.03,24.0
97.41,33.8
147.39,1.9
148.61,-3.0
138.43,39.0
101.04,49.0
133.67,67.3
120.91,40.4
111.58,40.4
142.32,14.1
114.76,37.6
137.29,38.9
111.31,36.7
111.28,-10.9
142.69,-8.1
167.36,0.0
148.11,49.6
147.37,19.8
145.71,34.9
155.29,-2.5
124.88,-18.2
153.43,10.2
99.22,44.2
128.56,31.0
156.63,11.1
103.91,65.0
165.81,13.1
112.54,-8.3
118.99,-7.0
155.1,3.2
129.22,16.8
126.44,59.4
122.46,17.6
141.33,-13.0
166.02,7.4
94.78,-14.5
116.63,66.6
142.2,-16.4
131.26,-10.7
125.27,64.9
75.63,-3.4
137.86,27.1
106.96,13.2
133.82,39.6
158.06,11.5
153.19,25.2
152.22,-1.3
143.36,22.9
151.45,36.5
118.08,73.0
116.02,-6.3
155.02,-11.1
138.14,0.4
121.59,33.4
106.82,2.1
139.47,11.5
152.88,12.1
149.8,11.5
43.06,-5.6
152.1,20.4
156.85,-16.5
112.97,19.9
134.53,46.2
126.83,10.2
141.02,-14.7
162.58,8.9
117.49,83.2
119.33,31.3
144.41,38.9
136.63,63.4
136.22,3.2
143.35,-11.9
165.17,19.2
154.42,26.4
145.36,28.8
150.28,22.9
141.89,41.1
135.2,17.6
142.7,16.7
109.01,-11.6
94.74,0.7
150.86,-6.0
133.45,-11.5
126.41,42.3
162.33,2.6
125.03,48.2
148.27,37.5
160.11,4.5
158.25,-5.9
133.45,25.4
137.09,27.2
129.03,60.4
146.43,32.2
135.72,-6.0
167.1,4.5
115.06,73.7
152.09,-6.1
156.04,3.3
160.38,-4.7
120.41,10.9
155.97,23.0
136.89,16.8
168.89,6.5
141.76,27.4
134.5,9.4
133.17,-0.6
129.83,5.6
156.17,5.3
145.15,35.4
97.42,50.7
159.51,29.0
143.71,-11.0
112.48,18.1
140.76,13.9
100.9,-21.0
138.28,34.0
170.28,13.3
142.32,30.6
112.8,-5.9
152.37,47.0
128.37,2.4
145.31,3.4
164.17,-4.5
121.35,66.8
123.13,-10.3
147.46,27.3
154.95,13.0
127.78,-6.2
143.09,34.4
145.57,46.2
117.14,24.3
112.0,18.3
150.05,38.4
156.0,-9.4
166.8,-1.3
126.86,40.8
137.31,10.5
96.18,76.0
132.24,22.9
152.28,-8.0
110.25,63.6
156.2,13.2
143.4,50.7
119.74,36.3
131.66,36.1
143.09,3.6
151.13,14.4
158.42,1.8
161.48,31.6
158.7,38.7
124.98,5.4
147.66,-6.3
145.31,-20.2
133.61,28.4
111.67,9.4
108.56,24.3
162.37,16.8
150.25,29.0
144.85,17.5
115.53,65.5
136.76,-9.6
112.55,25.8
127.22,-0.6
115.12,66.9
104.64,-21.1
142.54,9.3
150.14,9.2
150.2,-3.6
148.09,-3.2
149.29,-2.2
131.57,2.7
73.92,-36.4
151.21,-1.5
143.46,-6.6
135.93,-1.0
107.47,34.8
136.76,11.0
135.23,32.9
141.69,31.2
165.73,-3.5
157.12,-12.3
115.52,6.4
123.85,55.7
124.64,40.2
145.65,16.5
139.24,30.5
147.78,55.0
126.34,-14.8
139.38,56.9
134.16,41.3
140.15,-9.4
156.88,23.6
109.02,65.7
129.57,75.7
147.64,-2.1
150.09,54.7
151.69,-6.4
103.33,13.3
120.54,7.6
126.26,28.8
149.3,7.0
158.36,22.7
162.91,-3.5
153.27,-3.6
120.75,9.1
156.92,16.1
107.64,-15.6
156.81,-11.6
159.07,24.8
132.38,13.1
109.44,-9.4
135.94,18.1
146.78,15.0
92.96,-24.6
136.31,-24.2
151.58,-3.3
126.16,43.3
127.41,29.9
104.47,45.8
117.34,77.7
95.47,19.8
130.9,70.0
138.68,22.6
157.46,9.5
155.01,24.9
138.15,25.9
149.21,9.5
127.57,30.8
133.6,27.9
131.69,12.1
125.19,28.0
150.87,1.0
114.76,-24.0
141.73,-10.6
135.65,2.2
135.8,22.7
150.45,-9.4
115.58,9.1
118.89,17.6
153.32,-4.7
156.77,-6.3
138.62,19.2
104.07,31.0
166.87,17.4
112.06,53.8
145.22,19.6
156.67,15.9
128.92,23.2
146.15,0.9
148.54,19.3
104.18,39.2
150.78,6.6
149.66,14.1
153.85,12.2
118.85,12.9
139.74,29.1
144.95,-5.7
138.34,40.6
113.5,35.8
98.68,16.1
107.51,1.3
142.36,-10.4
139.85,10.3
146.84,22.6
146.15,-12.6
146.78,9.3
119.98,-11.9
99.53,8.4
146.19,0.7
109.9,28.5
160.33,20.9
102.07,-18.1
122.1,24.6
150.57,-7.8
146.53,32.5
146.31,-19.0
141.99,32.8
138.73,59.5
154.32,1.2
121.36,24.4
118.27,49.4
149.01,52.4
141.15,4.9
156.48,6.7
110.62,-11.6
149.75,15.2
140.3,13.0
112.73,-13.6
127.0,30.9
137.86,-14.1
77.72,-39.5
79.82,9.0
129.02,21.5
143.87,-1.3
74.89,18.6
109.57,-6.4
147.45,23.3
159.1,18.6
146.67,12.5
151.26,21.9
134.62,33.9
142.86,40.5
131.15,21.5
144.51,10.4
143.22,-19.5
134.06,58.0
140.23,-16.5
106.95,0.6
119.76,-10.6
126.25,-8.4
155.95,11.7
162.99,15.6
157.15,2.0
115.77,-5.9
115.11,71.8
71.38,-17.1
120.75,5.1
110.48,22.4
119.63,22.7
100.29,41.6
114.93,75.7
128.38,77.7
150.07,-11.8
130.98,50.1
118.67,59.4
95.7,-18.4
138.01,30.2
152.47,5.6
146.96,-1.1
134.28,77.2
151.26,49.8
159.98,5.5
141.0,34.0
110.41,2.0
154.51,11.5
147.82,14.7
168.81,17.8
110.81,7.2
153.09,-1.6
81.74,21.5
91.84,-17.5
145.64,6.2
147.55,36.0
82.78,-19.2
151.24,-11.4
149.43,10.9
102.79,71.1
160.26,-4.8
134.46,9.4
146.5,10.1
149.98,17.5
137.18,-10.0
142.73,45.6
80.01,62.3
118.84,5.8
138.31,-10.9
134.0,-29.3
133.58,20.0
124.72,22.0
158.7,9.8
131.8,84.3
108.53,8.6
148.98,0.8
143.72,16.4
97.23,78.5
117.14,53.9
106.67,-27.1
117.38,-10.9
140.67,53.8
154.28,6.7
119.17,61.6
125.71,40.5
131.21,33.3
135.9,30.4
113.51,10.9
162.55,0.9
142.5,-5.8
137.13,0.8
121.41,27.2
132.15,-9.2
167.0,22.3
124.11,-25.8
131.72,19.0
119.06,-14.3
118.85,28.9
138.92,6.6
130.43,38.1
127.69,17.1
109.4,-12.1
130.49,28.1
113.61,45.3
137.47,19.2
125.26,7.8
148.11,43.2
152.18,13.9
134.21,44.0
159.65,11.9
158.28,-3.3
124.03,33.0
111.33,-15.9
108.18,-3.6
162.12,25.2
106.14,71.3
78.94,36.2
137.64,-1.6
121.63,5.1
129.07,25.2
155.33,17.4
93.93,8.4
158.71,-11.1
156.76,5.9
155.32,-8.6
150.67,6.0
94.8,-6.8
93.93,48.3
160.08,8.0
145.97,-4.1
111.59,23.4
109.27,25.2
147.09,1.8
156.72,-6.5
144.38,15.6
163.04,13.6
146.55,17.1
133.94,62.6
132.66,23.0
137.64,56.0
143.41,23.0
161.18,-3.5
151.69,20.4
123.76,45.5
127.68,-0.2
144.57,28.2
116.29,23.3
102.71,54.2
118.94,24.3
150.7,19.0
160.09,5.5
158.99,-0.3
137.86,5.3
130.23,35.4
151.43,-8.9
140.36,32.4
128.35,9.2
123.82,40.1
134.06,-4.9
136.88,47.2
150.53,-2.6
136.66,19.5
121.23,-1.1
147.79,29.0
133.41,23.5
143.27,-5.9
157.33,-2.8
146.42,-7.7
132.19,11.6
146.91,-8.1
103.78,26.1
143.31,-3.1
127.28,-21.4
156.34,-10.5
128.83,21.7
140.61,7.5
151.37,-0.8
128.31,10.1
131.75,6.7
127.01,-4.1
120.7,21.1
163.36,-2.6
157.72,1.0
111.04,14.7
118.64,60.1
139.9,12.1
90.49,-33.6
128.95,82.7
115.61,4.8
105.21,-3.0
147.7,-5.4
126.81,-5.4
138.57,30.5
157.14,-13.0
124.17,0.7
134.42,32.8
117.21,18.4
124.81,53.8
158.98,25.1
178.61,-5.1
150.48,-3.9
154.33,1.8
125.01,14.7
93.94,44.6
115.71,5.6
122.1,1.6
142.29,-5.9
106.22,17.8
152.09,13.0
126.02,-22.6
104.93,-21.0
152.49,-2.8
139.22,1.0
86.27,-18.0
149.37,30.7
86.95,19.6
134.4,43.1
143.11,-2.9
104.15,-24.8
125.62,2.8
110.45,72.0
122.47,47.9
147.19,-6.0
148.7,3.4
133.07,13.0
75.52,62.4
175.25,-9.7
148.7,16.1
111.75,57.0
158.33,1.6
135.7,-9.0
149.36,-25.0
132.43,45.9
110.27,56.1
105.57,29.7
138.54,40.0
114.44,-1.2
136.16,36.6
124.99,74.4
126.38,68.5
69.88,41.6
127.73,19.2
95.69,81.4
151.2,-9.4
139.72,22.9
143.97,-2.8
158.07,35.9
123.05,-16.3
138.43,4.8
157.03,-3.4
103.98,28.6
163.36,27.8
138.88,-16.4
129.16,-8.7
128.42,18.0
153.57,7.1
131.6,24.9
114.86,-18.5
149.87,30.5
168.1,-5.3
152.94,-9.8
138.1,22.5
145.54,-7.7
141.37,61.3
155.7,13.3
145.22,24.7
152.88,6.8
145.91,45.1
134.42,22.0
116.65,-11.1
135.07,28.3
143.16,26.4
116.42,27.9
151.14,23.3
143.79,23.3
103.38,32.3
84.71,-10.9
140.87,34.7
101.49,79.2
78.05,-51.5
130.64,64.9
146.44,51.5
92.42,11.7
150.42,19.1
132.21,31.5
143.13,4.3
147.65,-12.7
139.3,-21.7
118.63,-4.5
153.45,5.4
118.44,23.8
147.9,24.4
122.91,13.7
131.92,-1.4
122.93,4.9
144.4,-9.2
130.45,-9.1
104.46,43.8
145.53,24.1
131.17,0.6
96.14,-8.5
145.1,12.3
79.85,-16.7
131.92,23.7
142.49,38.5
149.97,-9.7
112.41,48.9
107.24,-6.8
119.23,-20.7
163.56,32.6
125.07,77.3
134.58,37.8
127.57,-17.1
143.48,24.2
124.95,5.0
146.72,-12.9
130.14,14.4
112.04,10.1
113.13,-3.1
83.53,51.8
132.85,9.2
126.94,-9.7
144.86,42.6
137.08,72.5
132.36,-19.3
113.7,70.0
122.54,0.7
110.55,6.3
159.9,11.7
152.33,24.1
163.18,20.9
137.89,23.5
155.94,10.0
130.62,49.5
144.25,37.0
92.77,10.6
126.25,33.5
145.7,21.2
144.74,-1.8
151.14,-3.7
154.28,44.5
92.84,60.1
121.35,0.2
133.23,-3.8
134.37,11.6
145.39,-0.6
113.22,-5.7
158.49,10.9
111.86,22.7
140.49,-1.7
155.18,10.4
153.35,5.8
146.84,21.4
137.24,49.8
141.99,-1.6
162.9,25.1
104.14,-10.2
152.22,24.0
125.89,-14.1
113.74,31.6
131.03,-7.8
119.7,-16.1
152.92,22.2
149.23,24.5
142.27,31.7
150.55,39.9
144.17,37.9
136.43,35.0
144.0,12.4
117.9,-1.7
135.1,53.9
109.44,-1.4
113.85,-2.6
122.44,13.5
131.03,35.0
97.7,81.9
134.13,9.4
123.73,4.8
111.27,-9.4
142.2,3.1
139.84,39.4
150.57,-17.0
153.53,59.9
147.33,-4.5
123.33,62.8
157.0,15.6
80.66,-33.4
136.7,34.3
157.47,22.0
121.87,32.4
133.63,30.1
139.2,-12.4
125.7,-5.0
152.57,24.4
148.73,-1.2
136.92,40.8
160.36,28.4
134.96,60.6
154.15,-9.5
142.71,-3.8
108.03,35.6
134.77,26.0
142.06,17.9
135.75,-3.0
143.05,18.9
146.44,16.5
119.95,46.9
55.19,-24.5
155.15,-6.3
144.39,62.4
143.54,20.9
141.4,30.4
125.69,27.9
141.51,23.2
116.65,24.0
143.96,-1.0
136.7,11.1
126.29,27.9
167.76,1.2
163.86,38.3
132.28,-2.9
126.27,30.3
146.27,38.5
124.82,14.9
154.37,8.1
139.51,28.0
164.13,21.0
122.53,-14.3
137.24,9.9
153.76,31.3
151.47,2.2
123.19,35.3
157.52,3.1
163.08,18.9
154.65,-1.8
135.97,38.9
133.69,19.8
124.51,6.8
143.21,14.7
105.88,-22.8
146.17,63.3
119.32,38.6
161.52,12.5
136.96,14.6
138.04,-5.8
125.99,-23.0
107.78,-11.3
131.31,16.0
136.73,0.3
121.37,20.6
141.08,42.4
124.32,70.1
138.03,71.6
144.58,17.8
164.05,21.7
141.55,36.7
133.07,15.1
105.86,-10.2
144.4,30.8
149.18,18.3
156.79,7.4
164.17,20.7
117.84,32.0
158.14,-4.7
152.87,18.9
163.06,-5.8
152.95,-12.6
143.06,-7.5
139.94,10.8
154.88,-15.3
109.76,-4.7
93.66,-20.1
145.53,12.0
147.45,7.1
152.75,-9.9
143.61,11.7
119.14,65.7
129.71,30.1
140.55,12.0
138.48,51.1
140.34,-18.3
149.23,-13.4
139.98,26.4
161.78,16.8
155.49,15.4
156.42,-10.0
137.13,13.5
139.97,35.4
162.41,-7.2
121.33,72.2
143.82,-2.0
149.12,12.1
104.32,7.9
154.81,-10.2
141.21,44.3
156.62,-9.0
109.77,38.5
109.2,2.9
151.75,-2.7
138.36,-18.8
126.05,9.2
132.33,17.4
123.27,59.1
140.28,20.6
147.05,0.4
152.39,-4.1
113.91,81.6
156.4,23.0
124.58,76.5
154.89,13.4
148.58,64.3
156.35,-11.0
152.16,16.0
146.65,10.4
129.56,-8.0
148.49,11.6
137.04,36.3
126.66,-12.3
130.03,54.6
151.76,12.3
133.5,2.4
156.52,11.7
113.87,-5.9
125.31,79.3
121.06,65.7
37.69,-5.6
137.79,42.2
132.42,10.6
101.93,-18.1
152.61,19.4
117.92,2.3
144.99,-6.0
127.28,35.9
116.05,-9.5
144.28,43.9
114.76,-8.4
127.9,5.3
137.83,-12.6
149.15,0.8
125.34,18.5
160.87,-7.6
145.94,-7.7
157.3,-4.4
163.21,-14.7
92.03,-8.4
103.1,66.6
61.33,52.6
147.49,-0.8
169.42,-4.5
120.83,54.2
100.65,15.4
120.11,-0.8
135.11,46.4
122.2,35.6
142.96,22.4
143.53,40.8
139.3,-4.0
157.47,-4.9
145.89,23.0
139.52,32.4
139.99,46.4
137.23,11.8
156.91,-4.9
117.35,55.0
158.18,-9.5
144.65,25.3
146.45,22.7
115.57,23.4
144.53,12.9
126.85,-2.2
156.02,18.7
135.33,13.5
148.64,-2.6
150.76,45.2
137.75,-2.2
113.93,-4.6
125.34,42.0
140.95,4.4
156.68,5.2
161.04,1.5
120.1,61.7
120.4,22.5
150.09,9.5
127.21,8.1
163.69,29.9
82.01,70.7
109.81,25.0
140.56,25.2
139.99,12.1
134.18,44.3
160.15,12.1
120.82,-8.6
85.15,13.0
119.48,2.0
145.18,-8.3
141.19,-17.5
113.37,49.2
137.94,22.0
101.03,70.8
128.92,-21.6
140.11,8.8
110.74,79.7
91.07,38.0
158.51,-0.2
150.13,10.8
138.36,25.9
132.9,34.4
81.69,20.9
136.81,9.9
135.67,47.6
146.9,9.1
107.5,-3.3
132.22,27.7
45.05,-24.4
131.48,-1.1
132.56,-6.0
154.54,-6.5
155.34,13.4
161.45,15.6
132.95,36.0
153.87,-3.6
92.7,13.0
155.22,-2.9
126.61,11.8
120.95,15.7
123.84,19.6
150.63,-3.7
94.54,53.0
145.14,-16.2
131.83,59.2
138.64,10.4
155.33,8.9
145.99,29.6
119.28,41.3
148.46,8.9
137.77,4.5
153.01,33.4
109.37,31.6
120.76,34.8
130.21,51.0
141.18,3.7
151.05,-6.6
140.52,18.2
153.9,21.1
78.4,80.2
147.69,7.6
135.01,2.8
150.52,41.5
146.14,15.4
140.67,-8.2
141.93,40.1
101.51,53.2
122.1,3.3
140.26,1.4
98.53,35.3
150.96,6.8
90.49,25.3
141.44,20.2
84.0,21.1
150.11,4.1
152.85,20.3
107.89,35.0
153.76,46.5
129.23,-5.0
154.01,-16.6
137.83,47.9
130.81,12.9
118.62,-14.1
130.58,28.4
138.88,14.4
147.82,-6.4
140.4,23.7
150.82,-12.6
134.1,-11.5
142.76,29.5
143.02,8.8
144.39,17.4
164.73,-12.8
159.83,21.0
98.59,-6.0
159.1,15.6
146.01,32.2
104.45,25.9
150.33,-24.0
144.22,10.3
137.77,-3.5
147.85,24.5
159.94,16.5
122.75,4.9
120.63,68.6
122.32,26.7
131.6,-5.9
154.62,-1.8
109.95,49.9
143.94,11.9
145.05,23.3
152.39,9.6
138.74,13.5
146.32,9.3
99.31,-13.6
117.15,23.2
109.29,-6.9
153.1,-8.4
14.04,-29.9
167.38,38.0
91.35,21.5
133.42,18.5
96.62,20.0
154.34,20.6
137.57,53.8
149.56,43.1
148.13,0.7
132.85,-10.3
103.14,-3.8
133.49,16.9
150.24,34.2
142.0,48.7
130.64,60.4
166.79,-4.0
138.57,52.3
151.21,19.7
137.25,18.1
66.22,82.1
161.09,25.7
144.23,32.0
107.62,83.5
137.19,-8.9
112.53,5.9
141.3,32.6
152.38,27.2
97.01,85.0
123.75,44.4
126.68,7.4
136.03,22.4
112.48,-25.8
129.61,36.7
84.46,-12.6
159.22,10.1
94.2,72.0
133.27,20.7
140.96,12.6
155.55,15.8
150.97,28.8
146.4,-15.6
114.2,76.6
133.64,24.7
143.56,8.5
147.17,22.6
145.02,21.3
157.15,48.7
132.72,57.9
144.03,7.9
155.47,23.1
134.38,44.1
102.98,43.8
143.98,12.2
124.49,6.4
157.15,5.1
162.76,9.0
163.36,15.1
103.12,-21.0
145.03,27.1
130.61,27.1
125.38,-0.5
90.99,60.5
143.04,62.5
130.32,4.3
130.47,30.8
161.86,9.6
147.68,-11.7
147.18,-5.2
127.79,74.1
135.48,55.3
102.75,53.8
141.49,-5.9
134.3,34.1
123.0,20.9
127.3,10.4
160.04,15.3
95.21,-11.1
112.06,83.8
147.65,2.2
148.44,-2.6
116.7,24.7
145.69,23.0
153.97,-9.8
139.93,-1.7
140.69,59.3
105.59,33.9
145.06,-5.6
141.02,-4.5
95.07,41.4
114.96,43.2
159.68,-7.0
133.35,3.0
135.13,34.5
147.62,19.2
119.12,14.3
126.24,26.7
157.4,21.0
162.13,5.1
144.38,-2.8
152.77,3.6
112.28,25.2
128.7,83.8
106.91,74.0
151.43,30.0
158.85,20.1
164.3,20.8
147.07,25.2
132.41,7.7
128.96,66.4
163.93,7.8
102.75,11.1
132.71,51.2
53.91,-45.3
101.33,-26.7
141.71,-6.2
93.83,55.7
130.8,47.7
141.56,33.9
117.84,51.9
100.32,32.6
143.72,53.4
139.28,27.2
135.33,60.2
143.74,-12.0
150.39,-3.1
162.56,8.7
163.04,-3.5
130.82,10.0
158.17,32.3
96.97,17.4
161.16,1.9
120.65,-20.8
126.94,70.4
145.97,31.9
160.29,-4.2
114.94,-12.3
157.25,11.1
142.9,36.0
129.05,25.2
159.18,16.5
128.5,29.8
152.43,38.6
154.36,0.3
145.75,6.4
156.79,31.1
147.24,27.1
89.05,5.0
141.59,37.5
121.7,-9.7
136.78,-0.5
156.79,-9.2
147.85,-6.0
143.26,29.5
151.31,30.9
128.98,22.2
143.64,12.9
133.46,25.8
130.03,-5.5
109.3,67.1
122.62,56.6
156.38,11.9
153.09,8.0
131.35,50.8
137.72,-8.8
142.83,9.4
137.2,-2.7
136.39,17.2
165.05,-12.9
135.86,5.3
112.47,-16.9
147.48,-5.7
156.87,-10.1
151.17,-5.0
146.45,32.5
147.54,33.2
120.7,50.1
131.24,5.6
77.45,46.2
106.29,41.5
157.81,23.5
