GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,potential
2018.0,62415.0,144.0,649.0,576.0,0.299,172.0,9.0,249.0,0.43200000000000005,6.0,56.0,99.0,0.0,3.0,9.0,0.0
2019.0,62415.0,144.0,581.0,506.0,0.239,121.0,5.0,166.0,0.32799999999999996,3.0,58.0,82.0,0.0,2.0,4.0,0.24100000000000002
2020.0,62415.0,132.0,541.0,489.0,0.29,142.0,11.0,203.0,0.415,3.0,39.0,77.0,1.0,3.0,7.0,-0.16699999999999998
2021.0,62415.0,77.0,327.0,275.0,0.302,83.0,4.0,111.0,0.40399999999999997,4.0,38.0,46.0,2.0,2.0,0.0,0.267
2019.0,62499.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.033
2018.0,62537.0,44.0,79.0,73.0,0.192,14.0,1.0,23.0,0.315,0.0,5.0,21.0,0.0,0.0,1.0,0.0
2019.0,62537.0,2.0,4.0,4.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.185
2020.0,62537.0,4.0,4.0,4.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2018.0,62556.0,139.0,479.0,425.0,0.294,125.0,11.0,188.0,0.442,5.0,33.0,95.0,2.0,11.0,12.0,0.0
2019.0,62556.0,121.0,413.0,375.0,0.256,96.0,1.0,108.0,0.28800000000000003,1.0,24.0,62.0,1.0,8.0,9.0,0.778
2020.0,62556.0,81.0,123.0,106.0,0.217,23.0,2.0,30.0,0.28300000000000003,1.0,14.0,22.0,0.0,1.0,3.0,-0.21899999999999997
2021.0,62556.0,41.0,108.0,90.0,0.2,18.0,0.0,22.0,0.244,0.0,13.0,25.0,0.0,2.0,2.0,-0.264
2019.0,62558.0,43.0,104.0,88.0,0.159,14.0,0.0,17.0,0.193,0.0,12.0,23.0,0.0,2.0,1.0,0.0
2020.0,62558.0,128.0,369.0,306.0,0.225,69.0,5.0,100.0,0.327,3.0,56.0,64.0,0.0,1.0,5.0,-0.136
2021.0,62558.0,47.0,131.0,111.0,0.207,23.0,4.0,40.0,0.36,2.0,17.0,35.0,0.0,1.0,2.0,0.711
2019.0,62668.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,62700.0,141.0,517.0,484.0,0.254,123.0,9.0,176.0,0.364,0.0,28.0,130.0,0.0,4.0,7.0,0.0
2019.0,62700.0,5.0,20.0,19.0,0.263,5.0,0.0,7.0,0.368,0.0,0.0,4.0,0.0,0.0,1.0,0.5
2020.0,62700.0,72.0,281.0,262.0,0.28600000000000003,75.0,2.0,92.0,0.35100000000000003,2.0,13.0,66.0,0.0,2.0,3.0,-0.222
2021.0,62700.0,75.0,324.0,287.0,0.282,81.0,4.0,116.0,0.40399999999999997,0.0,31.0,74.0,0.0,5.0,3.0,-0.036000000000000004
2018.0,62797.0,73.0,236.0,209.0,0.254,53.0,2.0,68.0,0.325,1.0,22.0,32.0,2.0,4.0,8.0,0.0
2019.0,62797.0,56.0,129.0,119.0,0.168,20.0,1.0,26.0,0.218,0.0,9.0,28.0,0.0,0.0,2.0,-0.15
2020.0,62797.0,5.0,9.0,9.0,0.222,2.0,0.0,2.0,0.222,0.0,0.0,3.0,0.0,0.0,0.0,-0.17600000000000002
2018.0,62802.0,51.0,79.0,65.0,0.308,20.0,0.0,23.0,0.354,0.0,10.0,16.0,0.0,2.0,1.0,0.0
2019.0,62802.0,101.0,245.0,223.0,0.233,52.0,3.0,72.0,0.32299999999999995,0.0,14.0,50.0,0.0,2.0,5.0,0.467
2020.0,62802.0,97.0,128.0,110.0,0.264,29.0,1.0,39.0,0.355,1.0,11.0,37.0,0.0,4.0,1.0,0.212
2021.0,62802.0,8.0,6.0,6.0,0.33299999999999996,2.0,0.0,3.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,62864.0,125.0,365.0,310.0,0.245,76.0,6.0,109.0,0.35200000000000004,2.0,39.0,63.0,0.0,3.0,8.0,0.0
2019.0,62864.0,53.0,116.0,96.0,0.16699999999999998,16.0,0.0,18.0,0.188,2.0,15.0,29.0,0.0,3.0,1.0,-0.067
2020.0,62864.0,69.0,238.0,211.0,0.251,53.0,2.0,67.0,0.318,2.0,17.0,28.0,0.0,2.0,3.0,-0.371
2021.0,62864.0,51.0,154.0,123.0,0.228,28.0,2.0,40.0,0.325,1.0,29.0,29.0,1.0,0.0,2.0,-0.034
2018.0,62884.0,98.0,257.0,222.0,0.293,65.0,7.0,100.0,0.45,0.0,25.0,57.0,0.0,8.0,1.0,0.0
2019.0,62884.0,52.0,147.0,127.0,0.228,29.0,0.0,34.0,0.268,1.0,16.0,24.0,0.0,2.0,3.0,1.619
2020.0,62884.0,47.0,155.0,132.0,0.265,35.0,2.0,44.0,0.33299999999999996,1.0,21.0,27.0,1.0,1.0,3.0,-0.318
2021.0,62884.0,5.0,17.0,16.0,0.25,4.0,0.0,6.0,0.375,0.0,0.0,4.0,0.0,0.0,1.0,-0.267
2018.0,62893.0,57.0,95.0,83.0,0.253,21.0,2.0,29.0,0.349,0.0,7.0,20.0,0.0,1.0,2.0,0.0
2019.0,62893.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.182
2020.0,62893.0,24.0,11.0,9.0,0.111,1.0,0.0,1.0,0.111,0.0,2.0,1.0,0.0,0.0,0.0,-0.222
2021.0,62893.0,18.0,8.0,6.0,0.5,3.0,0.0,3.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2018.0,62895.0,136.0,562.0,486.0,0.284,138.0,41.0,292.0,0.601,8.0,52.0,124.0,3.0,16.0,10.0,0.0
2019.0,62895.0,125.0,502.0,427.0,0.265,113.0,12.0,169.0,0.396,0.0,55.0,100.0,4.0,20.0,6.0,1.2
2020.0,62895.0,62.0,231.0,193.0,0.249,48.0,15.0,98.0,0.508,2.0,30.0,49.0,1.0,6.0,8.0,-0.242
2021.0,62895.0,73.0,284.0,238.0,0.261,62.0,13.0,113.0,0.475,4.0,32.0,60.0,2.0,9.0,5.0,-0.28
2018.0,62907.0,115.0,460.0,411.0,0.324,133.0,5.0,180.0,0.43799999999999994,4.0,32.0,51.0,3.0,10.0,4.0,0.0
2019.0,62907.0,125.0,526.0,468.0,0.344,161.0,1.0,203.0,0.434,6.0,41.0,40.0,1.0,9.0,10.0,0.188
2020.0,62907.0,126.0,530.0,467.0,0.345,161.0,8.0,222.0,0.475,10.0,36.0,48.0,2.0,15.0,12.0,0.368
2021.0,62907.0,50.0,215.0,180.0,0.261,47.0,1.0,61.0,0.33899999999999997,2.0,22.0,23.0,0.0,7.0,4.0,0.212
2018.0,62908.0,82.0,62.0,57.0,0.158,9.0,0.0,10.0,0.175,0.0,0.0,6.0,0.0,3.0,2.0,0.0
2019.0,62908.0,57.0,130.0,123.0,0.301,37.0,1.0,49.0,0.39799999999999996,1.0,5.0,12.0,0.0,0.0,2.0,0.29
2020.0,62908.0,25.0,73.0,70.0,0.243,17.0,0.0,20.0,0.28600000000000003,0.0,3.0,10.0,0.0,0.0,3.0,0.25
2021.0,62908.0,6.0,19.0,17.0,0.17600000000000002,3.0,0.0,3.0,0.17600000000000002,0.0,1.0,3.0,0.0,1.0,1.0,-0.1
2018.0,62917.0,4.0,5.0,5.0,0.2,1.0,0.0,2.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2018.0,62921.0,10.0,23.0,22.0,0.273,6.0,1.0,11.0,0.5,0.0,1.0,5.0,0.0,0.0,1.0,0.0
2019.0,62921.0,6.0,9.0,9.0,0.111,1.0,0.0,2.0,0.222,0.0,0.0,5.0,0.0,0.0,1.0,0.111
2018.0,62925.0,45.0,75.0,68.0,0.235,16.0,0.0,19.0,0.27899999999999997,1.0,4.0,17.0,0.0,0.0,3.0,0.0
2019.0,62925.0,41.0,104.0,97.0,0.247,24.0,2.0,36.0,0.371,0.0,3.0,20.0,0.0,4.0,6.0,0.067
2020.0,62925.0,121.0,432.0,395.0,0.309,122.0,12.0,183.0,0.46299999999999997,6.0,20.0,46.0,0.0,9.0,11.0,0.188
2021.0,62925.0,55.0,209.0,183.0,0.262,48.0,4.0,72.0,0.39299999999999996,1.0,18.0,33.0,1.0,6.0,8.0,2.158
2018.0,62929.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,62931.0,125.0,458.0,420.0,0.28300000000000003,119.0,11.0,181.0,0.431,2.0,33.0,92.0,0.0,2.0,8.0,0.0
2019.0,62931.0,110.0,390.0,348.0,0.264,92.0,13.0,158.0,0.45399999999999996,3.0,31.0,80.0,2.0,2.0,7.0,1.3259999999999998
2020.0,62931.0,132.0,484.0,427.0,0.27399999999999997,117.0,20.0,205.0,0.48,0.0,49.0,106.0,3.0,5.0,8.0,0.4
2021.0,62931.0,66.0,245.0,207.0,0.324,67.0,6.0,97.0,0.469,2.0,30.0,58.0,0.0,3.0,2.0,0.643
2018.0,62934.0,111.0,358.0,323.0,0.26,84.0,13.0,140.0,0.433,3.0,29.0,64.0,0.0,1.0,10.0,0.0
2019.0,62934.0,116.0,333.0,287.0,0.23,66.0,9.0,111.0,0.387,5.0,29.0,69.0,1.0,3.0,4.0,0.23800000000000002
2020.0,62934.0,104.0,225.0,195.0,0.221,43.0,8.0,73.0,0.374,2.0,17.0,40.0,0.0,4.0,0.0,-0.077
2018.0,62947.0,144.0,620.0,556.0,0.318,177.0,23.0,288.0,0.518,5.0,44.0,131.0,4.0,15.0,11.0,0.0
2019.0,62947.0,23.0,106.0,93.0,0.366,34.0,4.0,60.0,0.645,0.0,12.0,26.0,0.0,1.0,2.0,0.27899999999999997
2020.0,62947.0,130.0,584.0,525.0,0.324,170.0,34.0,313.0,0.596,1.0,49.0,148.0,2.0,9.0,6.0,-0.091
2021.0,62947.0,74.0,338.0,303.0,0.29,88.0,17.0,157.0,0.518,2.0,23.0,68.0,2.0,10.0,4.0,0.56
2018.0,63088.0,19.0,23.0,21.0,0.14300000000000002,3.0,0.0,4.0,0.19,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2019.0,63088.0,19.0,34.0,30.0,0.267,8.0,0.0,10.0,0.33299999999999996,0.0,2.0,8.0,0.0,0.0,1.0,0.0
2018.0,63123.0,69.0,212.0,184.0,0.255,47.0,3.0,66.0,0.359,1.0,18.0,57.0,0.0,3.0,2.0,0.0
2019.0,63123.0,15.0,42.0,39.0,0.154,6.0,2.0,12.0,0.308,0.0,2.0,18.0,0.0,0.0,1.0,0.455
2021.0,63123.0,47.0,167.0,150.0,0.22699999999999998,34.0,2.0,47.0,0.313,0.0,11.0,36.0,1.0,2.0,3.0,0.042
2018.0,63202.0,20.0,16.0,13.0,0.385,5.0,0.0,5.0,0.385,0.0,1.0,2.0,0.0,0.0,2.0,0.0
2019.0,63202.0,35.0,46.0,41.0,0.171,7.0,0.0,9.0,0.22,1.0,3.0,13.0,0.0,1.0,0.0,0.071
2020.0,63202.0,23.0,22.0,20.0,0.25,5.0,0.0,8.0,0.4,0.0,1.0,6.0,0.0,1.0,2.0,0.16699999999999998
2021.0,63202.0,54.0,149.0,128.0,0.23399999999999999,30.0,2.0,41.0,0.32,0.0,13.0,36.0,0.0,4.0,0.0,0.086
2018.0,63257.0,46.0,109.0,95.0,0.263,25.0,1.0,35.0,0.368,1.0,12.0,26.0,0.0,0.0,0.0,0.0
2019.0,63257.0,26.0,70.0,60.0,0.233,14.0,2.0,24.0,0.4,1.0,8.0,12.0,0.0,0.0,2.0,0.25
2020.0,63257.0,77.0,110.0,84.0,0.20199999999999999,17.0,1.0,25.0,0.298,1.0,21.0,13.0,0.0,2.0,3.0,0.25
2021.0,63257.0,70.0,251.0,200.0,0.275,55.0,5.0,82.0,0.41,2.0,44.0,36.0,0.0,1.0,7.0,0.3
2018.0,63260.0,71.0,199.0,177.0,0.226,40.0,4.0,61.0,0.345,1.0,16.0,57.0,0.0,4.0,6.0,0.0
2019.0,63260.0,60.0,168.0,151.0,0.21899999999999997,33.0,6.0,55.0,0.364,2.0,12.0,40.0,0.0,2.0,3.0,0.429
2020.0,63260.0,48.0,67.0,59.0,0.203,12.0,0.0,13.0,0.22,0.0,6.0,11.0,0.0,2.0,2.0,0.0
2021.0,63260.0,31.0,46.0,39.0,0.179,7.0,0.0,8.0,0.205,0.0,6.0,9.0,0.0,0.0,0.0,0.025
2020.0,63339.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,63360.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,63435.0,15.0,8.0,8.0,0.125,1.0,0.0,1.0,0.125,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021.0,63435.0,9.0,11.0,9.0,0.33299999999999996,3.0,0.0,3.0,0.33299999999999996,0.0,2.0,3.0,0.0,0.0,0.0,0.179
2018.0,63440.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,63440.0,27.0,44.0,42.0,0.31,13.0,0.0,17.0,0.405,0.0,2.0,12.0,0.0,0.0,1.0,0.2
2020.0,63440.0,49.0,132.0,125.0,0.24,30.0,3.0,40.0,0.32,1.0,6.0,29.0,0.0,0.0,5.0,-0.222
2021.0,63440.0,52.0,107.0,92.0,0.25,23.0,2.0,31.0,0.337,0.0,10.0,24.0,0.0,3.0,2.0,-0.14300000000000002
2018.0,63448.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,63448.0,13.0,15.0,14.0,0.071,1.0,0.0,1.0,0.071,0.0,1.0,3.0,0.0,0.0,1.0,0.0
2020.0,63448.0,14.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.1
2018.0,63450.0,65.0,132.0,117.0,0.265,31.0,2.0,44.0,0.376,0.0,9.0,28.0,0.0,0.0,3.0,0.0
2019.0,63450.0,27.0,45.0,38.0,0.079,3.0,0.0,3.0,0.079,1.0,6.0,17.0,0.0,0.0,1.0,-0.321
2020.0,63450.0,89.0,128.0,112.0,0.152,17.0,2.0,27.0,0.24100000000000002,0.0,11.0,34.0,0.0,2.0,3.0,-0.434
2021.0,63450.0,36.0,86.0,68.0,0.27899999999999997,19.0,0.0,25.0,0.368,0.0,9.0,15.0,0.0,4.0,2.0,0.0
2019.0,63558.0,6.0,11.0,11.0,0.273,3.0,0.0,3.0,0.273,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2018.0,63559.0,23.0,34.0,27.0,0.222,6.0,1.0,11.0,0.40700000000000003,1.0,5.0,11.0,0.0,1.0,1.0,0.0
2019.0,63559.0,41.0,52.0,47.0,0.17,8.0,0.0,10.0,0.213,0.0,4.0,16.0,0.0,1.0,0.0,0.133
2020.0,63559.0,27.0,19.0,16.0,0.188,3.0,0.0,4.0,0.25,0.0,1.0,4.0,0.0,2.0,0.0,0.059000000000000004
2021.0,63559.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2018.0,63593.0,39.0,71.0,62.0,0.226,14.0,0.0,15.0,0.242,0.0,6.0,13.0,0.0,2.0,2.0,0.0
2019.0,63593.0,42.0,65.0,60.0,0.11699999999999999,7.0,0.0,11.0,0.183,1.0,4.0,14.0,0.0,0.0,1.0,0.28600000000000003
2020.0,63634.0,49.0,96.0,84.0,0.19,16.0,3.0,27.0,0.321,1.0,6.0,26.0,0.0,3.0,3.0,0.0
2021.0,63634.0,30.0,55.0,52.0,0.154,8.0,1.0,11.0,0.212,1.0,2.0,27.0,1.0,0.0,3.0,-0.222
2019.0,63636.0,22.0,32.0,31.0,0.226,7.0,0.0,9.0,0.29,0.0,0.0,8.0,0.0,1.0,1.0,0.0
2020.0,63636.0,7.0,13.0,13.0,0.231,3.0,0.0,3.0,0.231,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2019.0,63700.0,7.0,12.0,10.0,0.1,1.0,0.0,1.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020.0,63700.0,24.0,29.0,27.0,0.14800000000000002,4.0,1.0,8.0,0.29600000000000004,0.0,2.0,9.0,0.0,0.0,0.0,-0.20800000000000002
2021.0,63700.0,49.0,169.0,144.0,0.278,40.0,0.0,48.0,0.33299999999999996,2.0,17.0,40.0,0.0,3.0,3.0,-0.079
2019.0,63703.0,9.0,11.0,11.0,0.182,2.0,0.0,2.0,0.182,0.0,0.0,4.0,0.0,0.0,1.0,0.0
2020.0,63703.0,13.0,24.0,20.0,0.15,3.0,0.0,3.0,0.15,0.0,2.0,8.0,0.0,0.0,2.0,0.111
2018.0,63704.0,135.0,588.0,515.0,0.313,161.0,8.0,222.0,0.431,3.0,48.0,86.0,0.0,13.0,3.0,0.0
2019.0,63704.0,117.0,445.0,388.0,0.25,97.0,2.0,121.0,0.312,0.0,46.0,68.0,0.0,2.0,1.0,1.038
2020.0,63704.0,100.0,330.0,291.0,0.251,73.0,1.0,92.0,0.316,1.0,34.0,64.0,2.0,2.0,2.0,-0.20800000000000002
2021.0,63704.0,35.0,119.0,104.0,0.183,19.0,1.0,25.0,0.24,0.0,12.0,34.0,0.0,1.0,1.0,-0.17600000000000002
2018.0,63722.0,61.0,101.0,89.0,0.247,22.0,3.0,37.0,0.41600000000000004,0.0,7.0,24.0,0.0,2.0,4.0,0.0
2019.0,63722.0,105.0,288.0,251.0,0.223,56.0,3.0,76.0,0.303,2.0,27.0,82.0,1.0,1.0,8.0,-0.2
2020.0,63722.0,83.0,262.0,226.0,0.226,51.0,9.0,84.0,0.37200000000000005,0.0,21.0,58.0,0.0,6.0,7.0,0.33299999999999996
2021.0,63722.0,45.0,128.0,108.0,0.222,24.0,1.0,31.0,0.287,0.0,15.0,31.0,0.0,1.0,2.0,0.062
2019.0,63895.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,63895.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.107
2019.0,63903.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.0,63903.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005
2018.0,63905.0,11.0,23.0,23.0,0.217,5.0,0.0,6.0,0.261,0.0,0.0,9.0,0.0,0.0,0.0,0.0
2021.0,63905.0,10.0,26.0,25.0,0.4,10.0,3.0,19.0,0.76,0.0,1.0,6.0,0.0,0.0,0.0,0.111
2020.0,63913.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
2019.0,63920.0,8.0,19.0,16.0,0.25,4.0,0.0,4.0,0.25,1.0,2.0,2.0,0.0,0.0,0.0,0.0
2020.0,63920.0,45.0,75.0,65.0,0.215,14.0,1.0,18.0,0.27699999999999997,0.0,10.0,9.0,0.0,0.0,3.0,0.0
2021.0,63920.0,13.0,14.0,12.0,0.16699999999999998,2.0,0.0,4.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,0.0,-0.25
2018.0,63963.0,104.0,391.0,343.0,0.28300000000000003,97.0,8.0,142.0,0.414,4.0,35.0,58.0,2.0,4.0,5.0,0.0
2019.0,63963.0,116.0,413.0,348.0,0.256,89.0,6.0,124.0,0.35600000000000004,3.0,50.0,60.0,1.0,7.0,10.0,0.077
2020.0,63963.0,123.0,426.0,346.0,0.26,90.0,12.0,142.0,0.41,5.0,58.0,72.0,0.0,11.0,6.0,-0.036000000000000004
2021.0,63963.0,55.0,171.0,133.0,0.263,35.0,8.0,62.0,0.466,3.0,29.0,24.0,1.0,5.0,4.0,0.259
2019.0,64004.0,127.0,521.0,466.0,0.281,131.0,0.0,143.0,0.307,5.0,32.0,61.0,0.0,13.0,8.0,0.0
2020.0,64004.0,108.0,249.0,222.0,0.239,53.0,5.0,77.0,0.34700000000000003,1.0,22.0,42.0,0.0,2.0,4.0,1.308
2021.0,64004.0,38.0,95.0,81.0,0.284,23.0,0.0,27.0,0.33299999999999996,0.0,12.0,17.0,0.0,1.0,1.0,-0.278
2018.0,64006.0,135.0,403.0,367.0,0.259,95.0,4.0,136.0,0.371,1.0,20.0,58.0,1.0,4.0,4.0,0.0
2019.0,64006.0,138.0,433.0,391.0,0.27899999999999997,109.0,3.0,133.0,0.34,1.0,23.0,68.0,0.0,6.0,7.0,0.349
2020.0,64006.0,144.0,535.0,476.0,0.235,112.0,3.0,143.0,0.3,4.0,37.0,98.0,0.0,2.0,7.0,0.529
2021.0,64006.0,74.0,243.0,218.0,0.271,59.0,4.0,88.0,0.40399999999999997,3.0,16.0,38.0,0.0,3.0,0.0,0.192
2019.0,64007.0,33.0,68.0,60.0,0.2,12.0,2.0,19.0,0.317,2.0,4.0,26.0,0.0,2.0,1.0,0.0
2020.0,64007.0,74.0,172.0,154.0,0.26,40.0,8.0,71.0,0.461,2.0,11.0,43.0,0.0,2.0,4.0,0.29
2021.0,64007.0,42.0,85.0,78.0,0.231,18.0,2.0,30.0,0.385,0.0,5.0,27.0,0.0,2.0,1.0,0.5
2019.0,64011.0,36.0,47.0,44.0,0.136,6.0,0.0,7.0,0.159,0.0,1.0,13.0,0.0,1.0,1.0,0.0
2018.0,64012.0,47.0,29.0,27.0,0.14800000000000002,4.0,0.0,4.0,0.14800000000000002,0.0,1.0,8.0,0.0,0.0,1.0,0.0
2019.0,64012.0,105.0,64.0,53.0,0.302,16.0,0.0,18.0,0.34,1.0,6.0,13.0,0.0,3.0,0.0,0.1
2020.0,64012.0,114.0,51.0,41.0,0.195,8.0,1.0,14.0,0.341,1.0,5.0,13.0,0.0,1.0,0.0,0.424
2021.0,64012.0,65.0,45.0,35.0,0.171,6.0,0.0,6.0,0.171,0.0,10.0,16.0,0.0,0.0,0.0,0.213
2019.0,64014.0,4.0,7.0,7.0,0.14300000000000002,1.0,0.0,1.0,0.14300000000000002,0.0,0.0,2.0,0.0,0.0,0.0,0.037000000000000005
2020.0,64014.0,29.0,22.0,21.0,0.14300000000000002,3.0,1.0,6.0,0.28600000000000003,1.0,0.0,7.0,0.0,0.0,0.0,0.071
2021.0,64014.0,33.0,69.0,51.0,0.294,15.0,5.0,33.0,0.647,0.0,13.0,15.0,0.0,3.0,0.0,0.16699999999999998
2018.0,64022.0,60.0,176.0,154.0,0.247,38.0,4.0,61.0,0.396,0.0,12.0,56.0,0.0,3.0,4.0,0.0
2019.0,64022.0,73.0,145.0,136.0,0.191,26.0,2.0,40.0,0.294,0.0,6.0,41.0,0.0,2.0,2.0,0.821
2018.0,64086.0,16.0,27.0,24.0,0.16699999999999998,4.0,1.0,7.0,0.292,1.0,2.0,9.0,0.0,0.0,1.0,0.0
2019.0,64086.0,35.0,54.0,41.0,0.195,8.0,1.0,11.0,0.268,2.0,10.0,14.0,0.0,1.0,0.0,-0.12300000000000001
2020.0,64086.0,9.0,7.0,4.0,0.25,1.0,0.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,0.0,-0.04
2021.0,64086.0,5.0,12.0,8.0,0.25,2.0,0.0,2.0,0.25,0.0,3.0,3.0,0.0,1.0,0.0,-0.10400000000000001
2020.0,64100.0,15.0,17.0,15.0,0.267,4.0,0.0,4.0,0.267,0.0,0.0,4.0,0.0,1.0,2.0,-0.027999999999999997
2020.0,64101.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021.0,64101.0,16.0,26.0,21.0,0.28600000000000003,6.0,0.0,10.0,0.47600000000000003,1.0,3.0,7.0,0.0,1.0,1.0,0.185
2020.0,64115.0,46.0,68.0,60.0,0.217,13.0,1.0,19.0,0.317,1.0,6.0,7.0,0.0,0.0,2.0,0.0
2021.0,64115.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324
2018.0,64117.0,7.0,6.0,5.0,0.4,2.0,0.0,2.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,64153.0,140.0,519.0,483.0,0.263,127.0,22.0,220.0,0.455,5.0,24.0,81.0,0.0,6.0,9.0,0.0
2020.0,64153.0,40.0,132.0,118.0,0.24600000000000002,29.0,3.0,43.0,0.364,0.0,10.0,25.0,0.0,2.0,1.0,0.0
2021.0,64153.0,74.0,311.0,279.0,0.28,78.0,16.0,139.0,0.498,3.0,27.0,73.0,0.0,2.0,7.0,0.0
2019.0,64164.0,10.0,12.0,11.0,0.182,2.0,0.0,2.0,0.182,0.0,1.0,3.0,0.0,0.0,1.0,0.0
2018.0,64166.0,14.0,5.0,5.0,0.2,1.0,0.0,1.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2019.0,64166.0,66.0,84.0,74.0,0.203,15.0,0.0,19.0,0.257,0.0,7.0,23.0,0.0,1.0,2.0,0.0
2020.0,64166.0,144.0,615.0,533.0,0.289,154.0,13.0,224.0,0.42,4.0,68.0,142.0,0.0,5.0,9.0,0.263
2021.0,64166.0,75.0,316.0,270.0,0.278,75.0,5.0,107.0,0.396,3.0,37.0,62.0,1.0,4.0,5.0,1.9169999999999998
2020.0,64209.0,29.0,36.0,31.0,0.161,5.0,0.0,7.0,0.226,0.0,3.0,15.0,0.0,2.0,0.0,0.0
2020.0,64213.0,28.0,49.0,44.0,0.295,13.0,0.0,15.0,0.341,0.0,4.0,8.0,0.0,0.0,2.0,0.0
2021.0,64213.0,42.0,71.0,61.0,0.311,19.0,0.0,22.0,0.361,1.0,8.0,12.0,0.0,1.0,0.0,0.35700000000000004
2019.0,64260.0,32.0,27.0,26.0,0.192,5.0,0.0,6.0,0.231,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2020.0,64260.0,56.0,110.0,105.0,0.28600000000000003,30.0,0.0,35.0,0.33299999999999996,1.0,3.0,16.0,0.0,0.0,2.0,0.07400000000000001
2018.0,64266.0,9.0,19.0,16.0,0.188,3.0,0.0,3.0,0.188,0.0,3.0,7.0,0.0,0.0,1.0,0.0
2019.0,64266.0,13.0,28.0,28.0,0.179,5.0,0.0,8.0,0.28600000000000003,0.0,0.0,6.0,0.0,0.0,0.0,0.067
2020.0,64266.0,62.0,154.0,139.0,0.281,39.0,5.0,61.0,0.439,2.0,11.0,38.0,0.0,0.0,3.0,0.094
2021.0,64266.0,7.0,22.0,19.0,0.21100000000000002,4.0,0.0,5.0,0.263,0.0,2.0,8.0,0.0,1.0,0.0,0.5429999999999999
2018.0,64300.0,129.0,576.0,511.0,0.28800000000000003,147.0,20.0,242.0,0.474,5.0,54.0,81.0,2.0,5.0,16.0,0.0
2019.0,64300.0,139.0,625.0,540.0,0.307,166.0,19.0,265.0,0.491,7.0,70.0,80.0,4.0,7.0,12.0,0.0
2020.0,64300.0,138.0,622.0,533.0,0.306,163.0,30.0,279.0,0.523,3.0,75.0,68.0,3.0,8.0,12.0,0.7190000000000001
2019.0,64340.0,11.0,18.0,15.0,0.133,2.0,0.0,3.0,0.2,0.0,1.0,7.0,0.0,1.0,1.0,0.0
