HIT_VEL,HIT_ANG_VER
128.67,6.3
138.94,-7.1
147.76,11.4
61.26,68.9
149.47,32.8
135.12,-5.6
123.19,-1.8
152.41,5.8
146.35,-6.2
122.04,27.1
151.3,-10.4
118.87,-4.5
133.7,35.0
148.38,26.4
120.54,50.1
125.4,62.3
161.67,-6.8
156.32,-0.7
153.99,19.0
128.07,13.9
150.19,29.3
159.31,-2.0
156.18,-5.6
155.51,-11.0
160.29,3.7
154.75,14.0
106.06,44.3
151.54,-2.0
121.73,50.1
166.36,-5.4
153.02,24.8
114.04,7.5
147.41,-9.5
144.43,3.6
157.43,43.8
165.79,20.0
115.12,-6.8
153.94,-8.8
135.54,-9.2
144.48,27.7
147.02,11.1
119.79,-36.0
139.34,1.1
127.37,36.2
125.91,47.9
135.94,28.3
137.17,10.5
151.69,-2.5
117.56,9.9
161.47,15.7
163.69,-2.5
142.36,-11.6
122.69,-16.8
146.46,-5.1
103.28,26.0
137.35,-13.8
131.32,31.4
143.17,38.2
76.81,-12.9
130.2,25.3
151.09,-12.0
143.48,23.5
126.28,10.9
153.44,0.0
135.75,11.8
136.74,25.8
147.03,11.5
155.81,-16.1
134.66,5.2
154.67,-5.4
89.24,18.4
134.98,18.5
151.12,4.1
127.81,9.0
152.13,12.2
159.47,47.7
155.98,-10.7
43.79,52.9
142.81,51.0
129.41,36.6
150.34,5.7
152.66,10.1
129.5,-12.6
141.02,25.4
132.76,65.7
139.5,5.0
126.5,3.6
103.71,-24.1
116.15,41.1
131.52,6.9
136.5,38.4
130.44,45.0
97.59,-16.9
155.52,18.5
137.61,41.9
161.52,21.4
168.56,19.4
140.24,41.1
123.79,45.1
125.73,55.5
91.48,-41.1
94.37,-21.2
167.36,-3.2
148.67,10.9
142.44,-10.1
147.34,29.2
113.59,66.9
91.56,-5.7
142.28,4.4
111.83,65.7
145.56,2.7
111.01,-12.2
142.74,7.3
157.35,-6.6
151.94,54.5
98.39,70.4
133.5,36.2
137.82,51.2
147.32,-5.6
125.03,-10.0
134.75,50.1
138.77,-12.0
130.18,6.0
67.36,-30.0
165.33,1.6
149.65,19.7
167.32,-0.4
136.74,42.0
147.67,55.1
132.09,2.9
149.13,-8.9
112.04,-4.8
125.86,56.0
147.45,39.2
125.53,39.0
125.88,-6.1
162.27,26.1
134.48,49.6
142.07,29.9
122.56,7.2
163.96,29.7
127.85,42.2
105.83,38.9
135.97,4.6
144.72,15.0
114.77,20.2
140.36,23.0
133.21,23.6
169.8,1.8
144.17,-6.7
131.39,37.2
155.55,42.9
150.32,23.3
100.38,-26.1
39.04,25.1
145.86,-10.1
145.4,-11.1
169.64,9.4
122.88,8.8
126.42,-14.8
124.11,37.6
144.66,28.1
159.62,7.0
148.11,18.1
146.77,-1.7
138.92,58.8
146.21,29.0
149.36,50.5
83.43,-3.2
121.73,28.1
143.39,19.1
142.04,-11.4
152.44,26.1
153.12,17.5
143.53,0.4
146.29,26.4
140.34,33.0
110.77,-1.7
165.11,14.5
156.54,34.5
132.74,36.6
140.53,35.1
126.25,-7.1
145.56,40.2
149.98,17.3
130.96,13.2
96.41,20.9
100.37,31.4
137.76,42.5
158.28,31.7
151.98,41.0
129.08,14.9
82.64,-33.5
112.93,14.9
133.85,13.6
145.21,26.9
161.08,1.6
123.58,35.4
144.28,0.3
104.79,79.4
110.08,-7.5
156.5,-3.6
150.55,20.2
156.9,-1.3
144.14,33.6
128.48,15.7
138.98,69.5
111.0,-16.5
139.38,-4.7
153.2,32.8
155.64,6.3
129.65,33.0
119.74,-12.5
145.31,0.1
146.85,7.0
158.98,22.6
139.3,-12.0
96.07,-27.6
68.91,49.1
120.64,20.1
131.22,44.1
147.5,26.3
128.13,38.5
86.26,-10.1
156.09,0.3
147.74,-4.4
143.54,30.6
110.22,66.2
122.01,-2.4
106.71,75.2
53.41,19.5
139.46,7.1
117.43,0.3
154.5,21.0
133.45,25.8
125.01,17.6
140.88,-12.1
153.81,14.8
134.39,13.4
123.73,57.0
99.67,7.7
147.11,14.4
138.22,27.9
110.09,74.0
159.77,0.3
162.44,-0.3
159.74,-6.1
144.09,25.2
140.54,56.8
137.54,34.2
143.43,-9.3
150.02,-12.8
121.13,62.6
131.84,42.2
133.84,-18.7
143.73,61.3
93.71,40.7
148.45,-9.6
142.41,10.3
152.06,28.8
139.66,7.0
146.05,10.1
156.89,21.8
112.11,44.7
135.31,35.6
149.29,5.5
140.02,13.0
154.25,15.9
98.04,-0.2
150.94,25.1
132.81,11.6
130.17,5.5
139.36,-12.5
127.95,7.1
109.74,18.7
138.45,1.1
157.99,15.6
145.76,15.7
159.47,21.3
104.25,65.4
125.67,70.6
151.47,17.2
72.32,4.3
134.39,21.2
148.56,1.7
122.32,22.4
95.16,49.7
153.29,-5.6
141.43,15.9
126.46,5.8
142.33,22.0
157.77,38.2
131.56,14.9
111.25,-3.1
172.46,-9.3
129.04,-3.8
132.97,1.3
159.77,0.9
153.05,22.5
136.08,2.9
159.2,15.9
145.56,9.5
107.78,64.2
141.38,-3.5
119.82,4.0
128.76,8.4
109.04,35.8
105.98,-11.3
107.51,36.1
137.37,30.8
146.96,46.2
157.9,-8.8
112.9,24.2
77.54,-23.4
157.6,28.9
168.07,-5.4
143.08,17.2
128.78,51.3
125.66,66.0
105.25,-5.5
100.89,61.6
163.46,7.6
141.43,25.3
161.28,7.4
119.39,-5.1
164.36,33.8
159.55,21.6
157.92,-10.9
130.74,55.1
151.03,23.2
140.68,31.3
146.94,8.9
134.31,28.2
122.27,72.4
166.32,-3.8
154.62,21.0
151.88,26.5
134.84,24.6
116.0,13.1
139.37,24.6
107.91,2.6
113.1,25.0
100.5,31.5
145.75,-19.3
104.05,13.8
115.78,12.2
139.3,3.6
127.78,27.1
138.14,38.8
141.46,61.3
141.3,1.2
124.76,27.9
158.17,21.8
138.85,-2.5
152.61,5.6
146.09,-19.0
122.1,-4.2
157.37,10.0
159.31,1.2
151.07,0.4
129.23,24.9
149.9,3.5
120.63,40.6
142.01,-6.3
134.66,18.3
134.83,-0.3
143.79,7.3
90.39,-19.7
134.58,35.0
136.9,-7.4
152.52,-0.1
134.77,13.9
141.68,26.8
86.88,-18.9
129.85,5.5
157.87,11.1
120.59,-10.9
102.97,63.8
106.0,64.4
151.88,24.3
136.8,19.9
82.98,43.7
147.13,1.4
114.11,-21.3
150.92,10.0
135.97,14.0
104.28,58.4
150.77,29.5
149.99,21.4
122.93,32.1
134.58,18.2
137.63,48.8
120.22,-14.4
125.14,36.8
118.58,76.0
136.33,15.6
146.78,27.8
138.96,13.0
112.97,15.4
109.81,-23.7
135.6,80.3
163.39,9.4
156.24,1.4
129.4,37.1
148.85,18.0
84.34,-28.2
137.85,39.7
159.01,-9.7
136.13,56.5
152.84,15.7
125.17,4.9
146.35,13.7
146.9,-5.8
105.61,50.2
139.79,18.3
106.51,35.2
138.3,1.5
165.87,-7.1
121.49,-17.1
101.18,23.3
156.97,-9.8
130.46,-8.7
151.64,-2.3
124.54,14.4
129.88,-15.1
132.08,-6.8
154.51,10.2
91.62,37.8
93.76,17.2
145.23,-0.5
133.23,26.2
127.2,24.5
136.2,4.9
101.99,-8.7
72.38,0.1
147.34,-1.7
126.91,59.2
152.69,24.5
152.54,17.8
147.14,4.8
103.27,73.2
160.78,9.2
162.27,-16.8
92.3,40.3
93.77,52.4
89.36,7.2
121.63,16.8
161.78,14.9
141.22,41.7
84.07,30.6
158.59,12.3
109.14,52.5
139.36,52.0
147.01,17.3
115.24,14.5
96.41,48.9
75.86,26.2
134.45,42.3
162.15,1.4
147.85,15.1
90.43,3.7
155.69,19.6
158.02,24.7
137.29,43.0
118.97,-12.8
161.85,-7.3
139.69,4.8
114.62,48.2
147.47,27.4
94.58,-21.8
104.96,21.3
139.66,10.2
143.21,42.9
133.17,-18.1
130.37,49.4
125.34,75.7
156.15,36.4
116.29,71.5
116.53,66.9
113.41,3.6
127.85,54.4
145.53,15.1
131.36,-15.7
143.67,63.1
114.63,10.8
150.29,45.0
130.39,24.2
161.44,12.7
134.08,34.2
129.8,6.6
89.97,22.0
84.64,8.1
145.76,16.9
121.71,61.2
160.8,33.6
129.32,61.8
140.16,4.4
145.25,-4.2
132.85,-26.5
147.51,-16.9
146.9,-0.1
153.0,13.4
158.04,5.5
123.9,4.8
120.11,7.8
131.59,7.6
95.14,52.5
136.39,19.1
111.57,56.4
121.62,14.0
152.98,-5.5
117.38,57.2
130.97,14.4
143.78,31.4
130.79,-4.2
149.76,-7.6
146.35,0.7
155.86,11.3
98.46,-12.2
152.68,1.5
105.19,65.7
89.34,42.8
136.22,10.3
127.11,33.8
133.08,21.8
94.33,65.6
153.47,-2.5
168.42,-14.2
123.88,-16.5
123.71,-2.7
136.52,12.5
153.08,37.2
156.32,-9.3
144.55,18.0
131.15,-5.3
128.54,37.2
148.65,8.8
145.63,15.6
162.14,10.1
166.68,-4.1
143.1,75.0
155.59,20.7
138.62,45.4
156.07,21.4
149.45,10.3
155.38,12.9
147.57,34.8
113.22,14.0
97.29,-1.4
166.31,30.9
137.68,40.1
102.49,-13.5
115.27,63.5
119.82,56.0
164.84,15.3
141.18,0.3
104.89,-29.4
162.41,12.8
136.6,-12.5
161.76,-5.9
88.75,-18.9
99.75,48.5
153.94,19.7
41.88,74.1
156.34,-19.9
100.88,-10.6
133.29,9.4
98.56,-4.2
141.36,11.2
97.61,-4.7
98.45,-15.6
150.19,-4.4
132.19,41.6
112.34,62.3
127.1,23.9
111.6,-1.5
148.41,-16.5
152.01,-2.1
148.68,54.8
133.14,46.5
92.48,47.9
78.16,63.8
153.22,12.1
118.18,0.3
153.02,4.5
125.93,23.9
143.5,23.2
134.64,-22.5
153.29,23.3
137.99,11.0
112.46,22.5
125.46,-4.5
136.6,56.0
152.8,9.3
84.39,72.8
139.62,1.6
156.71,9.9
135.68,25.9
133.76,29.9
132.08,29.0
91.79,-16.5
142.87,-4.4
121.86,-6.0
135.46,14.1
108.01,49.0
126.84,30.7
120.23,-3.9
107.95,-19.1
131.03,39.3
115.43,51.8
135.05,12.5
127.4,-5.0
115.38,-13.1
133.44,-6.6
153.67,18.7
145.24,26.6
88.77,-43.4
112.05,57.0
153.32,-4.6
140.37,18.2
143.03,15.7
149.88,17.0
106.99,77.0
152.83,16.4
113.29,11.7
127.62,57.2
144.48,82.4
130.45,53.3
138.85,21.3
139.11,22.5
162.47,1.2
123.18,24.1
125.9,-11.5
136.15,32.4
142.86,-7.9
134.4,45.0
107.91,15.0
145.75,-4.9
131.37,27.0
135.04,-23.1
165.97,-3.9
129.21,49.5
147.15,22.0
149.21,44.6
107.4,29.8
154.33,17.8
160.36,6.0
145.85,16.8
156.79,-4.4
106.01,-16.4
148.05,-8.3
109.68,42.9
140.15,39.7
107.77,42.0
153.59,24.8
117.43,51.3
168.78,-16.6
149.99,19.4
169.41,-3.2
161.36,-7.7
125.27,-9.1
112.15,-13.8
76.61,53.3
159.0,4.9
137.06,5.6
111.21,31.4
138.9,4.6
150.52,63.8
104.25,-18.6
104.22,43.5
154.16,2.1
145.26,15.0
148.1,9.6
124.25,55.0
85.64,-22.8
144.97,9.0
142.28,34.2
102.51,13.2
154.27,12.7
147.94,-2.6
64.93,33.6
116.15,34.4
108.17,-16.5
154.08,-4.6
117.08,25.8
149.58,-7.5
117.82,25.3
118.23,3.8
111.46,-1.0
135.9,12.0
160.76,16.2
136.22,42.3
150.63,17.1
150.64,-11.7
112.4,-6.0
115.33,44.0
133.61,21.9
78.6,54.6
150.27,-7.7
159.61,24.4
134.29,79.7
114.52,59.2
129.99,50.7
110.27,50.4
137.83,20.2
107.69,-9.6
105.85,29.7
130.62,38.7
101.14,1.9
158.7,-7.2
125.75,44.5
148.68,6.3
145.2,3.7
147.43,-0.6
147.14,22.0
154.82,17.9
129.63,8.9
123.51,70.3
114.65,20.4
116.84,-13.1
118.95,-9.4
158.78,37.2
167.33,2.5
125.03,50.4
130.32,-2.5
119.23,26.8
142.63,-9.5
162.14,-5.2
118.72,46.4
158.26,2.3
162.08,-2.6
167.86,18.1
123.32,10.6
156.72,-4.7
129.02,68.8
150.55,33.0
145.74,49.4
101.36,79.6
138.36,19.9
117.59,56.6
138.36,78.9
132.4,40.7
139.37,-15.4
90.19,43.6
148.78,3.9
120.75,12.6
111.64,-16.0
163.05,16.0
138.62,21.2
139.15,15.3
152.8,1.2
145.74,20.8
160.55,-1.2
113.84,-10.3
140.47,53.1
156.27,-12.5
132.28,36.0
142.73,43.8
141.46,49.5
138.73,-8.5
145.79,-4.7
163.4,-15.5
125.71,13.3
132.4,-8.0
106.74,18.7
129.43,26.3
121.21,47.6
97.54,63.8
132.71,11.8
105.53,80.6
118.81,-9.6
91.85,37.1
150.17,-9.8
154.87,34.6
148.97,-1.7
162.43,-0.1
138.95,33.0
151.43,3.2
136.37,-12.3
165.82,31.4
138.29,31.4
143.53,4.2
107.04,78.7
140.84,50.5
136.03,33.5
156.92,24.8
115.01,-0.2
131.48,-4.6
154.21,9.2
141.91,11.8
57.74,72.7
101.95,53.8
149.86,6.0
115.81,39.0
115.47,77.4
135.08,46.5
150.73,-2.3
132.97,58.4
156.59,-4.0
99.31,60.1
103.83,15.2
151.15,-6.2
141.68,5.9
144.45,25.4
160.67,9.6
148.25,19.5
134.29,-13.2
151.74,-5.5
137.8,34.2
90.81,-18.3
147.12,-5.7
99.86,-7.2
149.01,26.0
147.04,22.3
101.64,24.7
149.08,14.1
130.27,-18.7
122.41,49.2
131.17,9.8
150.89,-19.0
152.33,-13.2
129.99,46.7
153.61,5.2
141.13,34.8
150.22,-1.8
151.99,29.8
140.83,9.8
147.11,12.8
137.96,13.6
153.61,9.9
144.56,35.7
138.21,12.7
133.52,46.0
120.21,7.8
154.55,7.8
133.12,33.3
104.42,14.2
151.25,-5.9
138.08,8.7
147.21,21.9
110.18,-14.1
143.54,10.5
120.18,47.3
141.05,46.9
142.33,-13.2
118.69,7.0
121.83,-1.6
132.11,59.2
144.39,-1.3
124.5,-2.7
118.31,45.0
118.12,-8.4
151.0,-3.7
105.6,78.9
135.75,-7.2
142.63,28.0
126.04,15.9
110.62,73.0
144.99,3.8
143.99,13.5
153.33,-1.7
131.2,37.0
145.01,-4.0
92.27,1.3
85.6,25.5
162.19,-4.0
123.38,31.0
141.12,28.7
127.96,15.8
149.65,46.3
138.17,25.4
150.64,-0.2
135.06,4.9
112.33,13.8
98.88,-5.7
145.63,27.6
157.09,-16.3
149.96,-7.4
128.41,-24.8
160.37,-7.0
121.8,-5.7
98.62,32.7
123.35,-9.2
145.43,26.6
134.84,15.5
144.51,1.5
132.51,-15.5
152.93,-11.8
131.46,23.9
140.59,-3.7
126.93,13.0
127.97,10.1
155.31,-10.8
104.87,83.0
129.55,41.2
148.26,33.7
109.8,-6.9
160.34,3.1
108.91,21.9
138.7,30.3
147.1,-7.4
140.73,-5.0
103.05,10.7
143.45,16.9
123.05,29.0
130.58,30.7
136.27,-2.9
97.61,41.8
143.8,33.5
95.35,-3.6
133.52,44.4
134.36,47.6
139.18,15.6
163.06,2.1
111.64,-23.3
98.74,16.5
141.54,-11.3
116.52,-8.8
162.38,-0.3
93.35,17.1
134.98,34.3
158.23,32.9
128.42,41.2
159.62,19.5
153.8,-9.1
96.38,34.7
161.76,9.9
135.71,22.7
155.73,25.0
145.53,-17.3
146.89,68.9
91.62,17.7
122.45,16.5
100.59,81.3
152.67,-7.0
139.24,-19.6
136.55,7.2
146.73,3.9
157.03,-14.2
126.83,27.4
154.31,-9.0
88.31,17.3
141.82,-14.9
130.56,2.4
100.59,71.9
132.99,64.6
130.15,41.1
116.88,-24.2
150.29,18.4
142.95,29.5
167.81,24.9
109.44,63.5
143.83,-7.9
118.99,4.5
43.51,42.5
85.43,-26.5
161.87,26.0
144.99,11.4
128.15,20.9
146.22,-2.4
143.56,26.4
134.79,12.8
129.33,87.2
150.12,-4.2
150.78,18.1
80.65,74.0
154.22,-1.3
150.94,-5.4
87.42,18.3
116.63,34.6
138.45,24.0
146.67,-2.1
119.82,-15.4
164.64,5.6
166.17,15.2
143.06,5.8
92.28,52.3
148.15,-3.4
154.16,-11.1
138.21,17.3
96.81,31.5
137.62,32.1
142.9,25.7
149.33,8.5
111.85,29.8
143.12,-23.4
149.84,61.6
123.79,40.3
136.31,22.5
146.33,19.5
123.86,15.3
148.28,27.0
151.33,6.8
105.19,48.3
121.74,64.9
138.73,5.6
139.11,-12.7
142.13,5.7
151.25,2.7
165.74,27.8
149.11,13.9
138.6,2.1
137.68,-4.5
108.78,-5.9
150.76,5.0
158.18,2.1
149.59,33.4
113.37,3.7
124.52,3.1
119.09,58.7
141.69,6.5
134.95,-4.0
137.13,2.8
154.15,18.0
137.17,5.0
144.39,-17.0
147.75,23.1
147.48,37.0
127.43,31.5
154.1,-2.8
159.73,15.9
131.66,-1.1
147.29,18.5
155.01,40.0
146.8,6.4
159.93,7.1
89.16,-17.0
152.12,0.4
137.26,17.5
128.04,14.6
133.11,16.4
147.31,8.4
135.07,8.3
107.55,21.8
98.49,27.5
162.26,10.6
155.85,24.5
136.22,-2.1
150.16,23.3
106.9,28.0
162.85,17.0
140.31,33.5
130.1,1.9
157.68,8.1
150.0,-17.6
90.91,58.9
141.07,23.3
154.94,-4.5
129.69,-12.5
128.61,-9.5
158.57,-4.4
146.06,11.0
153.01,7.8
118.85,30.8
149.45,22.0
103.94,0.7
148.02,36.0
170.18,-2.9
130.0,15.0
122.93,25.6
159.35,18.0
114.7,46.3
156.57,8.5
166.4,-3.3
161.89,-8.8
106.35,-16.3
106.86,-15.7
144.94,-14.6
113.92,82.6
124.53,10.8
41.77,-15.4
160.47,16.6
152.3,12.0
142.12,-1.5
139.43,16.1
142.8,14.6
166.87,7.2
135.21,5.7
101.93,63.6
104.04,38.2
123.11,30.8
129.42,-5.5
143.34,-5.3
145.49,-10.7
134.65,27.4
156.9,13.4
119.94,13.5
100.98,82.6
135.07,-13.9
132.03,-1.3
140.41,-8.7
90.57,39.2
126.28,17.0
135.97,13.0
124.89,36.3
111.41,59.2
155.2,48.1
124.43,16.4
155.78,25.3
137.33,36.0
138.75,26.2
165.36,-11.6
164.76,2.8
111.29,84.5
101.01,41.2
74.43,47.3
109.36,18.4
150.5,31.3
132.6,18.4
166.31,-10.1
129.65,34.0
136.38,-3.7
144.83,-4.7
71.62,-33.5
112.75,-9.5
131.11,24.7
121.03,73.0
160.45,24.7
164.56,-0.2
164.93,18.0
148.63,-0.4
149.79,24.1
125.04,64.9
136.74,14.0
155.06,23.5
149.06,-12.5
132.27,-17.1
151.99,26.6
142.22,27.5
134.08,-4.4
136.89,31.2
129.19,46.6
165.39,6.8
157.05,-2.3
145.1,-3.3
143.18,21.5
133.43,53.2
153.99,61.4
155.27,5.2
143.81,2.8
147.03,22.2
139.79,41.4
150.47,36.4
129.68,-4.5
113.65,-13.9
152.88,5.7
154.03,5.9
160.05,11.1
149.08,-7.9
144.62,19.6
150.8,-7.1
107.98,19.7
92.75,-21.2
78.06,-22.9
146.24,-4.2
160.59,-1.6
154.05,42.4
150.18,25.8
81.17,-28.5
136.63,-7.8
133.68,11.3
105.77,15.8
131.31,21.6
136.72,17.5
150.84,6.3
132.25,9.2
147.78,0.9
111.29,1.6
137.65,71.8
137.41,44.7
153.33,-0.6
132.67,6.5
122.22,46.1
127.33,-22.3
114.97,11.6
117.31,66.7
97.97,76.1
129.06,36.0
122.06,16.0
106.09,-7.8
90.08,-11.2
130.85,63.9
131.23,-4.0
140.46,62.2
101.75,49.7
124.43,20.8
92.07,-15.7
148.48,35.0
83.2,-21.5
140.26,21.3
145.55,-13.5
157.66,-6.1
133.46,4.8
155.7,-1.1
128.39,5.9
139.56,5.4
160.12,-8.0
125.38,-4.4
142.4,0.1
127.48,23.3
143.37,-0.5
145.23,28.4
140.11,44.9
124.94,31.3
158.27,17.2
136.2,3.4
104.5,39.9
139.29,12.3
118.39,-2.4
171.02,2.4
149.72,19.6
147.83,-2.3
163.06,20.6
129.43,25.3
154.78,4.5
128.24,47.0
108.52,2.4
112.1,86.5
141.76,-3.8
131.54,75.5
55.42,22.5
131.84,22.4
163.61,-9.5
143.82,-17.8
123.38,42.6
108.64,-9.3
155.6,-2.0
152.59,-0.5
120.54,13.9
142.69,34.2
143.43,38.0
150.97,16.2
161.93,21.7
100.75,-30.6
161.0,24.2
121.02,47.6
152.92,38.0
152.53,4.3
129.88,5.8
153.0,38.3
111.67,-10.3
134.76,50.1
145.91,4.4
155.17,-8.8
108.36,49.3
141.75,-6.3
125.94,55.8
136.09,-8.4
137.8,7.0
139.08,27.4
131.0,-11.8
151.84,0.2
139.24,-0.9
136.31,46.5
72.16,-20.0
154.32,10.2
151.03,51.1
130.33,27.2
165.75,13.7
107.81,36.4
156.94,6.6
137.84,45.4
136.22,55.7
124.43,31.6
152.0,23.4
133.9,42.5
125.42,8.3
139.2,33.9
134.9,24.1
132.46,49.5
151.59,4.3
148.96,-12.8
133.04,46.3
154.29,15.2
100.36,-0.1
149.49,-1.0
98.83,4.4
160.93,1.2
138.74,-7.9
130.06,50.8
152.38,35.5
102.55,28.3
36.28,-22.4
131.56,17.7
113.26,-9.1
160.8,26.8
124.94,74.4
155.52,13.1
151.97,39.6
152.55,7.6
100.68,-2.9
164.54,2.4
155.97,8.9
105.58,75.3
145.89,46.1
135.14,24.4
136.15,8.0
147.99,59.0
142.42,-13.3
134.87,-12.1
125.13,-18.0
124.4,55.7
147.29,0.4
144.09,11.1
139.49,30.3
171.87,-7.3
163.78,27.5
157.49,4.8
128.7,37.2
147.58,11.1
138.6,34.6
129.11,60.4
122.43,25.5
144.4,6.2
139.24,4.2
135.79,67.4
127.17,11.2
159.69,29.9
153.86,26.2
136.56,19.6
158.97,-18.2
140.64,49.3
126.88,-13.6
70.74,81.3
156.59,8.4
119.02,30.7
129.36,6.1
143.71,23.3
137.15,33.9
129.09,12.9
164.27,21.6
155.1,11.3
124.89,3.6
73.77,34.3
155.76,3.7
145.97,10.0
108.79,45.4
156.15,4.5
111.91,35.3
132.71,-11.9
154.0,-6.6
123.6,42.2
72.01,-11.8
115.53,-14.5
115.94,23.8
138.15,20.1
136.54,23.1
102.99,49.2
164.26,39.7
93.87,57.6
160.72,-3.0
133.69,32.3
152.43,6.8
155.42,23.0
165.12,14.6
141.65,-5.1
127.77,-5.5
135.23,-22.5
161.58,-4.7
145.35,25.2
148.32,-5.7
159.44,-6.9
153.66,7.8
159.97,12.3
159.77,43.3
151.44,18.5
125.16,-17.2
102.16,37.3
105.95,-4.7
132.64,25.3
131.18,19.3
128.34,14.0
132.91,46.0
123.21,7.2
121.06,2.0
132.04,32.6
118.63,55.6
156.28,21.4
122.87,76.4
146.2,1.5
118.27,-22.9
152.33,30.9
126.3,63.9
144.06,23.9
160.11,-5.4
141.25,51.9
126.9,16.6
131.17,31.8
150.39,2.2
138.13,34.8
167.75,-6.4
128.94,47.2
108.89,8.1
131.66,43.0
158.57,22.1
146.73,34.7
148.17,13.4
61.33,-4.3
144.73,7.9
147.09,6.3
130.62,32.1
146.7,6.4
128.16,51.8
111.72,21.6
113.28,22.5
147.0,-2.3
135.19,18.9
86.0,22.9
151.44,0.3
159.04,20.6
152.81,7.6
154.28,23.3
140.27,-14.8
135.52,18.6
130.37,19.1
153.47,-2.7
158.9,-6.3
143.2,14.3
149.43,6.2
144.43,5.1
123.07,51.3
143.13,19.7
143.54,-12.8
118.18,43.8
136.32,56.6
148.24,-6.9
146.12,4.8
104.92,34.1
159.27,-3.5
142.53,-12.4
146.16,53.1
125.83,11.9
111.33,41.8
155.06,5.2
161.38,6.7
101.13,37.6
158.58,23.8
134.27,23.6
124.79,12.1
137.22,25.5
151.19,18.9
143.41,-5.6
148.35,38.7
137.5,24.7
138.82,43.0
131.86,32.5
100.15,17.3
157.98,14.7
119.47,51.8
108.36,6.2
126.49,25.5
136.17,29.3
156.27,4.6
123.53,29.6
127.53,22.1
138.78,35.1
117.83,75.1
131.8,14.1
162.13,4.7
114.11,41.6
149.38,28.7
132.47,33.7
151.12,23.0
148.69,32.3
145.13,-1.7
107.43,27.0
158.44,16.1
103.92,74.4
153.42,35.5
161.45,-3.5
114.95,0.8
110.94,48.2
129.95,48.2
157.9,-5.0
141.34,3.7
145.39,28.1
115.37,29.6
156.26,14.9
122.24,69.4
145.68,-8.4
88.83,-20.5
135.03,34.5
162.35,11.7
141.75,-3.2
154.57,6.7
102.99,49.9
126.23,-4.2
146.24,44.2
142.56,38.8
150.49,8.5
132.76,10.4
139.41,-6.4
161.46,24.4
121.33,37.9
152.02,4.9
122.75,7.3
151.86,47.2
149.51,58.7
133.86,-5.7
136.73,-16.2
138.76,34.8
148.4,36.3
162.9,35.6
148.42,-13.9
153.4,14.2
142.28,0.1
147.13,8.9
143.64,10.6
121.91,30.2
147.43,23.0
131.36,62.5
147.29,-6.5
161.96,39.3
43.61,-13.1
113.54,-7.3
125.61,65.9
137.45,36.8
119.45,75.1
143.61,26.6
144.94,22.0
150.71,4.2
140.19,-9.0
117.05,-4.7
117.04,82.1
140.67,-8.5
139.45,41.3
139.39,3.7
141.94,-7.5
128.57,12.1
157.18,31.3
145.43,-1.3
137.58,18.4
170.42,3.2
150.1,32.0
131.19,-0.4
131.66,0.2
142.92,13.4
130.53,56.4
133.19,-7.4
127.39,34.8
90.16,82.2
124.41,-6.5
134.91,31.0
152.55,19.0
155.38,13.0
113.87,13.7
117.46,15.4
146.05,-13.5
145.3,-0.7
144.43,52.7
157.86,-4.6
149.98,12.8
134.83,5.9
175.17,8.2
134.51,24.2
140.95,8.3
137.92,-5.0
136.74,32.1
167.49,-10.1
138.17,18.8
97.57,50.3
136.32,53.2
115.17,-7.8
132.76,19.5
80.87,-20.4
164.98,-5.9
87.79,44.4
93.93,4.5
154.05,-10.7
117.7,46.3
116.17,-11.4
116.32,13.1
140.81,-2.9
156.55,20.5
138.56,0.3
138.1,0.1
102.97,67.5
156.74,29.8
151.25,14.1
155.18,33.7
107.98,-1.4
145.97,0.5
71.35,-14.3
160.82,-4.6
134.59,40.3
130.19,64.7
149.38,-2.9
160.96,23.0
141.72,54.5
135.06,-15.4
136.14,-3.1
126.52,41.1
161.56,17.0
150.12,15.2
145.2,11.9
150.6,19.4
145.08,9.0
146.95,24.0
138.37,41.8
132.26,40.3
160.93,-0.2
85.28,-4.7
165.3,12.5
152.31,-9.5
130.86,5.8
135.72,19.2
136.51,32.5
118.53,-0.1
160.52,23.6
138.82,33.6
121.55,45.5
104.48,6.9
145.31,25.5
139.69,59.0
139.42,47.9
133.18,67.5
132.6,6.4
144.3,-0.2
146.07,23.8
121.84,50.6
161.06,-4.7
148.82,-11.0
138.51,23.1
95.38,-22.5
141.5,23.0
81.73,81.9
161.12,13.0
151.54,31.3
90.54,40.6
154.12,5.2
106.15,-43.0
89.2,-13.7
133.34,-13.8
143.88,18.8
138.92,26.8
157.33,24.0
151.23,26.3
150.21,25.0
145.61,24.9
123.92,-3.0
151.11,26.9
143.33,29.9
135.96,54.7
151.82,16.1
109.86,40.1
141.15,8.7
143.8,-4.7
152.05,3.7
129.49,51.2
124.59,28.9
133.17,18.4
147.38,9.7
139.86,-8.6
156.72,-1.8
136.32,10.0
133.23,43.2
126.49,16.6
129.23,19.8
140.96,37.1
132.52,63.6
109.98,-1.0
152.23,-0.8
138.98,21.0
100.32,41.7
125.41,28.0
140.36,-7.4
146.75,25.8
160.22,-8.2
134.05,51.7
120.75,42.9
104.05,24.8
111.1,60.1
150.72,34.1
146.35,23.8
150.04,-0.9
96.19,-21.0
117.17,56.4
111.73,-10.4
99.47,-7.8
142.47,-3.1
134.96,18.9
128.89,20.6
133.47,40.7
157.6,-17.1
135.62,7.0
82.93,43.3
101.59,26.8
151.72,-3.5
104.86,46.7
